application_id,case_id,application_type,status,submitted_at
APP-04563,CASE-09802,initial_application,pending_more_info,2026-04-17
APP-04564,CASE-07486,initial_application,in_review,2026-05-08
APP-04565,CASE-03920,initial_application,submitted,2026-07-04
APP-04566,CASE-14572,initial_application,in_review,2026-02-22
APP-04567,CASE-13671,appeal,in_review,2026-02-23
APP-04568,CASE-10654,appeal,submitted,2026-06-13
APP-04569,CASE-09434,renewal_application,pending_more_info,2026-04-16
APP-04570,CASE-12042,initial_application,denied,2026-03-13
APP-04571,CASE-12092,initial_application,approved,2026-02-01
APP-04572,CASE-03916,renewal_application,denied,2026-01-28
APP-04573,CASE-05516,appeal,denied,2026-03-21
APP-04574,CASE-06566,initial_application,submitted,2026-03-16
APP-04575,CASE-11032,renewal_application,approved,2026-05-21
APP-04576,CASE-14117,appeal,in_review,2026-02-21
APP-04577,CASE-12303,renewal_application,submitted,2026-02-22
APP-04578,CASE-07655,appeal,pending_more_info,2026-06-09
APP-04579,CASE-07370,renewal_application,denied,2026-04-10
APP-04580,CASE-09962,renewal_application,submitted,2026-02-20
APP-04581,CASE-11636,initial_application,approved,2026-07-05
APP-04582,CASE-06057,appeal,approved,2026-08-02
APP-04583,CASE-12346,appeal,submitted,2026-02-10
APP-04584,CASE-14386,appeal,submitted,2026-05-14
APP-04585,CASE-12755,initial_application,denied,2026-03-11
APP-04586,CASE-06851,initial_application,pending_more_info,2026-01-17
APP-04587,CASE-00039,renewal_application,pending_more_info,2026-05-16
APP-04588,CASE-09665,renewal_application,approved,2026-02-07
APP-04589,CASE-03700,appeal,submitted,2026-03-22
APP-04590,CASE-01376,renewal_application,submitted,2026-03-05
APP-04591,CASE-10463,renewal_application,submitted,2026-01-25
APP-04592,CASE-02195,appeal,submitted,2026-01-17
APP-04593,CASE-11209,appeal,pending_more_info,2026-02-11
APP-04594,CASE-01942,renewal_application,in_review,2026-01-22
APP-04595,CASE-12743,initial_application,denied,2026-01-19
APP-04596,CASE-00567,appeal,denied,2026-02-05
APP-04597,CASE-12600,appeal,pending_more_info,2026-02-21
APP-04598,CASE-09729,renewal_application,pending_more_info,2026-02-01
APP-04599,CASE-04991,appeal,in_review,2026-08-05
APP-04600,CASE-01020,appeal,submitted,2026-06-26
APP-04601,CASE-04758,renewal_application,in_review,2026-02-04
APP-04602,CASE-01511,initial_application,denied,2026-04-08
APP-04603,CASE-09000,renewal_application,submitted,2026-04-01
APP-04604,CASE-11164,initial_application,approved,2026-08-14
APP-04605,CASE-10905,appeal,denied,2026-07-04
APP-04606,CASE-11720,initial_application,denied,2026-07-15
APP-04607,CASE-09933,initial_application,denied,2026-08-26
APP-04608,CASE-04083,initial_application,approved,2026-08-03
APP-04609,CASE-12278,initial_application,submitted,2026-02-11
APP-04610,CASE-04540,renewal_application,denied,2026-06-16
APP-04611,CASE-13749,renewal_application,approved,2026-08-16
APP-04612,CASE-06404,renewal_application,pending_more_info,2026-07-16
APP-04613,CASE-13310,renewal_application,approved,2026-07-13
APP-04614,CASE-12517,renewal_application,in_review,2026-05-24
APP-04615,CASE-03112,renewal_application,submitted,2026-02-25
APP-04616,CASE-05865,initial_application,in_review,2026-06-26
APP-04617,CASE-03187,appeal,in_review,2026-06-20
APP-04618,CASE-07143,initial_application,in_review,2026-01-06
APP-04619,CASE-13999,initial_application,pending_more_info,2026-02-10
APP-04620,CASE-02197,renewal_application,denied,2026-01-17
APP-04621,CASE-06262,initial_application,in_review,2026-04-11
APP-04622,CASE-10360,appeal,denied,2026-08-06
APP-04623,CASE-05776,renewal_application,pending_more_info,2026-04-11
APP-04624,CASE-14479,renewal_application,in_review,2026-07-12
APP-04625,CASE-04259,appeal,denied,2026-03-19
APP-04626,CASE-13907,renewal_application,pending_more_info,2026-01-01
APP-04627,CASE-02286,appeal,denied,2026-06-07
APP-04628,CASE-00500,renewal_application,submitted,2026-02-05
APP-04629,CASE-10360,appeal,denied,2026-08-06
APP-04630,CASE-05201,renewal_application,approved,2026-05-26
APP-04631,CASE-04364,appeal,pending_more_info,2026-07-10
APP-04632,CASE-12162,initial_application,approved,2026-08-24
APP-04633,CASE-14235,initial_application,pending_more_info,2026-03-16
APP-04634,CASE-08597,renewal_application,in_review,2026-08-02
APP-04635,CASE-06892,renewal_application,submitted,2026-08-14
APP-04636,CASE-04453,initial_application,denied,2026-06-01
APP-04637,CASE-00896,renewal_application,denied,2026-02-04
APP-04638,CASE-00614,renewal_application,approved,2026-01-26
APP-04639,CASE-01013,initial_application,submitted,2026-05-05
APP-04640,CASE-01683,renewal_application,in_review,2026-04-21
APP-04641,CASE-01240,appeal,pending_more_info,2026-04-02
APP-04642,CASE-03476,initial_application,approved,2026-06-05
APP-04643,CASE-04051,renewal_application,denied,2026-02-10
APP-04644,CASE-09727,initial_application,in_review,2026-03-27
APP-04645,CASE-13027,initial_application,pending_more_info,2026-05-09
APP-04646,CASE-02249,initial_application,denied,2026-02-28
APP-04647,CASE-11848,appeal,approved,2026-08-07
APP-04648,CASE-14057,renewal_application,approved,2026-02-22
APP-04649,CASE-07385,renewal_application,in_review,2026-03-23
APP-04650,CASE-03956,renewal_application,approved,2026-04-22
APP-04651,CASE-05799,renewal_application,submitted,2026-08-27
APP-04652,CASE-09675,appeal,pending_more_info,2026-06-16
APP-04653,CASE-07816,initial_application,submitted,2026-03-22
APP-04654,CASE-05417,renewal_application,approved,2026-08-13
APP-04655,CASE-11284,renewal_application,denied,2026-03-04
APP-04656,CASE-04857,appeal,denied,2026-06-07
APP-04657,CASE-12058,appeal,denied,2026-06-03
APP-04658,CASE-10909,renewal_application,submitted,2026-05-09
APP-04659,CASE-02249,appeal,in_review,2026-02-28
APP-04660,CASE-09287,appeal,denied,2026-03-10
APP-04661,CASE-08594,appeal,denied,2026-03-05
APP-04662,CASE-00730,renewal_application,submitted,2026-01-09
APP-04663,CASE-10785,initial_application,pending_more_info,2026-01-06
APP-04664,CASE-02233,initial_application,submitted,2026-03-24
APP-04665,CASE-05465,appeal,pending_more_info,2026-04-16
APP-04666,CASE-10684,initial_application,submitted,2026-04-11
APP-04667,CASE-10096,appeal,submitted,2026-05-12
APP-04668,CASE-01144,renewal_application,pending_more_info,2026-07-25
APP-04669,CASE-08995,renewal_application,approved,2026-04-09
APP-04670,CASE-08818,appeal,in_review,2026-07-09
APP-04671,CASE-11982,appeal,approved,2026-06-04
APP-04672,CASE-02932,initial_application,in_review,2026-02-21
APP-04673,CASE-11787,renewal_application,submitted,2026-06-15
APP-04674,CASE-03542,initial_application,in_review,2026-07-24
APP-04675,CASE-00623,initial_application,pending_more_info,2026-01-27
APP-04676,CASE-07979,appeal,approved,2026-05-08
APP-04677,CASE-01965,appeal,denied,2026-02-20
APP-04678,CASE-14273,renewal_application,approved,2026-08-09
APP-04679,CASE-10912,initial_application,denied,2026-02-18
APP-04680,CASE-14176,initial_application,approved,2026-08-03
APP-04681,CASE-06342,initial_application,approved,2026-03-20
APP-04682,CASE-07329,renewal_application,in_review,2026-03-01
APP-04683,CASE-00744,renewal_application,in_review,2026-04-27
APP-04684,CASE-03144,appeal,in_review,2026-04-03
APP-04685,CASE-08381,appeal,approved,2026-02-12
APP-04686,CASE-08267,renewal_application,pending_more_info,2026-05-24
APP-04687,CASE-09826,initial_application,approved,2026-08-16
APP-04688,CASE-12929,renewal_application,in_review,2026-02-14
APP-04689,CASE-03963,renewal_application,denied,2026-07-21
APP-04690,CASE-06340,renewal_application,approved,2026-01-17
APP-04691,CASE-09653,initial_application,submitted,2026-02-09
APP-04692,CASE-01640,appeal,pending_more_info,2026-02-15
APP-04693,CASE-05538,appeal,denied,2026-06-02
APP-04694,CASE-13620,appeal,approved,2026-01-11
APP-04695,CASE-14036,initial_application,submitted,2026-05-20
APP-04696,CASE-05572,initial_application,pending_more_info,2026-02-15
APP-04697,CASE-04295,initial_application,denied,2026-06-08
APP-04698,CASE-06635,appeal,denied,2026-08-16
APP-04699,CASE-04288,appeal,submitted,2026-08-08
APP-04700,CASE-12405,initial_application,approved,2026-04-13
APP-04701,CASE-08714,appeal,approved,2026-07-21
APP-04702,CASE-05972,initial_application,pending_more_info,2026-05-25
APP-04703,CASE-00370,appeal,denied,2026-03-13
APP-04704,CASE-12313,initial_application,approved,2026-01-10
APP-04705,CASE-14951,initial_application,denied,2026-06-28
APP-04706,CASE-00279,appeal,in_review,2026-08-09
APP-04707,CASE-12265,initial_application,pending_more_info,2026-07-22
APP-04708,CASE-09411,initial_application,approved,2026-04-14
APP-04709,CASE-14659,renewal_application,pending_more_info,2026-01-21
APP-04710,CASE-11608,renewal_application,submitted,2026-03-18
APP-04711,CASE-05654,initial_application,denied,2026-08-03
APP-04712,CASE-03580,appeal,in_review,2026-02-24
APP-04713,CASE-03498,appeal,pending_more_info,2026-02-05
APP-04714,CASE-01575,initial_application,denied,2026-04-11
APP-04715,CASE-11293,appeal,submitted,2026-05-07
APP-04716,CASE-08916,appeal,submitted,2026-08-16
APP-04717,CASE-14987,initial_application,approved,2026-04-14
APP-04718,CASE-04544,renewal_application,approved,2026-05-14
APP-04719,CASE-14469,renewal_application,denied,2026-02-01
APP-04720,CASE-00846,renewal_application,in_review,2026-04-22
APP-04721,CASE-09918,appeal,submitted,2026-08-11
APP-04722,CASE-00783,initial_application,approved,2026-04-19
APP-04723,CASE-12680,renewal_application,in_review,2026-02-23
APP-04724,CASE-08003,initial_application,denied,2026-05-04
APP-04725,CASE-06529,initial_application,pending_more_info,2026-02-04
APP-04726,CASE-01806,initial_application,pending_more_info,2026-04-19
APP-04727,CASE-08799,appeal,submitted,2026-02-18
APP-04728,CASE-12889,appeal,pending_more_info,2026-02-27
APP-04729,CASE-07448,renewal_application,in_review,2026-06-15
APP-04730,CASE-13290,appeal,in_review,2026-06-08
APP-04731,CASE-14604,initial_application,pending_more_info,2026-06-27
APP-04732,CASE-01850,renewal_application,in_review,2026-06-01
APP-04733,CASE-06478,appeal,pending_more_info,2026-06-22
APP-04734,CASE-01898,initial_application,submitted,2026-07-06
APP-04735,CASE-07572,renewal_application,submitted,2026-04-22
APP-04736,CASE-04766,initial_application,denied,2026-02-20
APP-04737,CASE-14688,renewal_application,pending_more_info,2026-08-16
APP-04738,CASE-08457,renewal_application,submitted,2026-04-28
APP-04739,CASE-07061,renewal_application,denied,2026-05-06
APP-04740,CASE-10538,initial_application,submitted,2026-07-27
APP-04741,CASE-11353,renewal_application,pending_more_info,2026-01-15
APP-04742,CASE-09967,renewal_application,in_review,2026-08-03
APP-04743,CASE-01433,initial_application,approved,2026-07-14
APP-04744,CASE-09831,renewal_application,pending_more_info,2026-02-13
APP-04745,CASE-07107,initial_application,pending_more_info,2026-06-08
APP-04746,CASE-11290,appeal,in_review,2026-01-27
APP-04747,CASE-01664,renewal_application,approved,2026-05-24
APP-04748,CASE-08076,renewal_application,in_review,2026-04-23
APP-04749,CASE-07361,renewal_application,in_review,2026-08-18
APP-04750,CASE-11128,initial_application,denied,2026-04-17
APP-04751,CASE-01536,renewal_application,denied,2026-01-19
APP-04752,CASE-11906,renewal_application,submitted,2026-06-26
APP-04753,CASE-09531,initial_application,in_review,2026-04-05
APP-04754,CASE-05290,renewal_application,pending_more_info,2026-07-26
APP-04755,CASE-06482,appeal,approved,2026-07-21
APP-04756,CASE-00125,renewal_application,in_review,2026-05-18
APP-04757,CASE-03242,appeal,denied,2026-06-07
APP-04758,CASE-01820,renewal_application,in_review,2026-04-15
APP-04759,CASE-03109,initial_application,pending_more_info,2026-01-24
APP-04760,CASE-01275,appeal,submitted,2026-03-22
APP-04761,CASE-06278,appeal,pending_more_info,2026-04-16
APP-04762,CASE-10719,renewal_application,denied,2026-01-13
APP-04763,CASE-01579,appeal,in_review,2026-02-20
APP-04764,CASE-09578,appeal,pending_more_info,2026-05-05
APP-04765,CASE-05621,initial_application,in_review,2026-05-20
APP-04766,CASE-02506,initial_application,in_review,2026-02-26
APP-04767,CASE-10029,appeal,denied,2026-08-21
APP-04768,CASE-13294,renewal_application,approved,2026-02-04
APP-04769,CASE-10146,initial_application,submitted,2026-05-23
APP-04770,CASE-08280,initial_application,denied,2026-08-15
APP-04771,CASE-08862,appeal,denied,2026-04-28
APP-04772,CASE-09972,initial_application,submitted,2026-04-27
APP-04773,CASE-02317,initial_application,pending_more_info,2026-06-17
APP-04774,CASE-05257,initial_application,pending_more_info,2026-04-22
APP-04775,CASE-00805,initial_application,approved,2026-07-14
APP-04776,CASE-08204,appeal,denied,2026-01-21
APP-04777,CASE-01196,appeal,approved,2026-05-02
APP-04778,CASE-08194,renewal_application,approved,2026-02-17
APP-04779,CASE-10860,initial_application,approved,2026-03-02
APP-04780,CASE-07319,renewal_application,submitted,2026-06-15
APP-04781,CASE-02631,initial_application,approved,2026-03-24
APP-04782,CASE-04055,initial_application,approved,2026-05-23
APP-04783,CASE-07410,initial_application,submitted,2026-04-26
APP-04784,CASE-12887,renewal_application,approved,2026-06-03
APP-04785,CASE-02800,renewal_application,denied,2026-01-28
APP-04786,CASE-07204,renewal_application,in_review,2026-05-18
APP-04787,CASE-01989,appeal,pending_more_info,2026-01-14
APP-04788,CASE-05180,appeal,approved,2026-07-06
APP-04789,CASE-07460,appeal,in_review,2026-07-25
APP-04790,CASE-12749,initial_application,pending_more_info,2026-02-01
APP-04791,CASE-11087,appeal,approved,2026-08-05
APP-04792,CASE-14450,renewal_application,approved,2026-08-25
APP-04793,CASE-05169,appeal,approved,2026-07-22
APP-04794,CASE-05151,initial_application,in_review,2026-08-01
APP-04795,CASE-04540,renewal_application,in_review,2026-06-16
APP-04796,CASE-00970,renewal_application,denied,2026-02-17
APP-04797,CASE-03700,initial_application,submitted,2026-03-22
APP-04798,CASE-06648,appeal,in_review,2026-07-17
APP-04799,CASE-04557,appeal,in_review,2026-01-02
APP-04800,CASE-07169,initial_application,approved,2026-02-11
APP-04801,CASE-12170,appeal,denied,2026-02-20
APP-04802,CASE-11312,initial_application,submitted,2026-01-17
APP-04803,CASE-10400,initial_application,in_review,2026-03-16
APP-04804,CASE-05867,renewal_application,pending_more_info,2026-04-01
APP-04805,CASE-11712,initial_application,in_review,2026-01-18
APP-04806,CASE-01279,initial_application,submitted,2026-06-27
APP-04807,CASE-04227,renewal_application,pending_more_info,2026-03-11
APP-04808,CASE-02409,appeal,submitted,2026-07-25
APP-04809,CASE-10086,initial_application,approved,2026-03-03
APP-04810,CASE-03793,renewal_application,submitted,2026-06-27
APP-04811,CASE-10761,renewal_application,approved,2026-07-21
APP-04812,CASE-04502,appeal,submitted,2026-05-15
APP-04813,CASE-02070,renewal_application,denied,2026-05-06
APP-04814,CASE-00782,appeal,submitted,2026-01-13
APP-04815,CASE-10572,appeal,submitted,2026-04-11
APP-04816,CASE-13496,appeal,denied,2026-07-19
APP-04817,CASE-05511,initial_application,submitted,2026-05-14
APP-04818,CASE-03493,appeal,pending_more_info,2026-06-17
APP-04819,CASE-13389,renewal_application,approved,2026-01-06
APP-04820,CASE-00859,appeal,in_review,2026-06-24
APP-04821,CASE-01594,initial_application,submitted,2026-04-21
APP-04822,CASE-10427,renewal_application,approved,2026-01-08
APP-04823,CASE-14190,appeal,pending_more_info,2026-03-12
APP-04824,CASE-04523,initial_application,pending_more_info,2026-07-22
APP-04825,CASE-03358,renewal_application,denied,2026-04-08
APP-04826,CASE-02687,appeal,denied,2026-08-07
APP-04827,CASE-01095,appeal,denied,2026-06-23
APP-04828,CASE-06503,renewal_application,approved,2026-07-11
APP-04829,CASE-01194,initial_application,pending_more_info,2026-01-01
APP-04830,CASE-04452,renewal_application,pending_more_info,2026-03-05
APP-04831,CASE-05516,appeal,approved,2026-03-21
APP-04832,CASE-01758,initial_application,approved,2026-02-08
APP-04833,CASE-08900,appeal,pending_more_info,2026-07-22
APP-04834,CASE-09715,appeal,submitted,2026-06-06
APP-04835,CASE-02335,renewal_application,submitted,2026-08-23
APP-04836,CASE-03531,renewal_application,in_review,2026-03-09
APP-04837,CASE-09026,appeal,in_review,2026-02-20
APP-04838,CASE-14821,renewal_application,submitted,2026-03-13
APP-04839,CASE-09809,renewal_application,approved,2026-04-16
APP-04840,CASE-00274,appeal,in_review,2026-03-08
APP-04841,CASE-08294,appeal,pending_more_info,2026-05-02
APP-04842,CASE-08634,initial_application,denied,2026-08-09
APP-04843,CASE-13300,appeal,pending_more_info,2026-03-02
APP-04844,CASE-05319,initial_application,approved,2026-07-03
APP-04845,CASE-03894,renewal_application,denied,2026-07-05
APP-04846,CASE-13991,initial_application,denied,2026-03-11
APP-04847,CASE-14876,appeal,submitted,2026-04-18
APP-04848,CASE-09134,renewal_application,in_review,2026-04-13
APP-04849,CASE-12442,renewal_application,denied,2026-08-17
APP-04850,CASE-01096,renewal_application,pending_more_info,2026-01-27
APP-04851,CASE-04753,appeal,approved,2026-02-21
APP-04852,CASE-06708,renewal_application,submitted,2026-04-18
APP-04853,CASE-02927,initial_application,submitted,2026-01-15
APP-04854,CASE-00756,appeal,denied,2026-06-22
APP-04855,CASE-04490,renewal_application,submitted,2026-02-06
APP-04856,CASE-09565,appeal,submitted,2026-05-06
APP-04857,CASE-07347,renewal_application,submitted,2026-03-21
APP-04858,CASE-10924,renewal_application,submitted,2026-07-09
APP-04859,CASE-09614,renewal_application,in_review,2026-07-15
APP-04860,CASE-07669,renewal_application,in_review,2026-04-03
APP-04861,CASE-09587,appeal,pending_more_info,2026-06-12
APP-04862,CASE-14457,renewal_application,in_review,2026-07-17
APP-04863,CASE-08740,appeal,in_review,2026-04-25
APP-04864,CASE-07566,appeal,approved,2026-08-05
APP-04865,CASE-03939,renewal_application,submitted,2026-02-27
APP-04866,CASE-02314,initial_application,in_review,2026-02-19
APP-04867,CASE-03350,initial_application,submitted,2026-03-16
APP-04868,CASE-02318,initial_application,pending_more_info,2026-07-23
APP-04869,CASE-12165,renewal_application,in_review,2026-04-01
APP-04870,CASE-01161,appeal,pending_more_info,2026-07-16
APP-04871,CASE-03621,appeal,in_review,2026-05-06
APP-04872,CASE-13848,renewal_application,submitted,2026-03-18
APP-04873,CASE-03573,initial_application,approved,2026-08-06
APP-04874,CASE-05092,renewal_application,submitted,2026-08-28
APP-04875,CASE-01769,renewal_application,in_review,2026-06-17
APP-04876,CASE-03532,initial_application,in_review,2026-01-23
APP-04877,CASE-12911,initial_application,pending_more_info,2026-02-08
APP-04878,CASE-08749,renewal_application,approved,2026-08-06
APP-04879,CASE-04612,appeal,denied,2026-03-14
APP-04880,CASE-01034,initial_application,approved,2026-01-25
APP-04881,CASE-13390,initial_application,submitted,2026-04-13
APP-04882,CASE-00423,renewal_application,approved,2026-07-26
APP-04883,CASE-08625,renewal_application,in_review,2026-01-05
APP-04884,CASE-12536,renewal_application,in_review,2026-07-11
APP-04885,CASE-10305,appeal,denied,2026-08-12
APP-04886,CASE-10471,initial_application,pending_more_info,2026-01-25
APP-04887,CASE-09411,initial_application,denied,2026-04-14
APP-04888,CASE-00978,initial_application,approved,2026-06-13
APP-04889,CASE-00434,renewal_application,submitted,2026-06-26
APP-04890,CASE-09516,initial_application,denied,2026-06-19
APP-04891,CASE-07645,renewal_application,approved,2026-01-06
APP-04892,CASE-06570,appeal,approved,2026-01-10
APP-04893,CASE-06871,appeal,pending_more_info,2026-03-23
APP-04894,CASE-06779,initial_application,denied,2026-07-01
APP-04895,CASE-03612,appeal,approved,2026-03-17
APP-04896,CASE-06408,appeal,submitted,2026-01-24
APP-04897,CASE-03661,initial_application,submitted,2026-06-17
APP-04898,CASE-09739,initial_application,in_review,2026-05-09
APP-04899,CASE-04858,appeal,approved,2026-03-05
APP-04900,CASE-13456,renewal_application,approved,2026-07-19
APP-04901,CASE-01923,initial_application,approved,2026-03-08
APP-04902,CASE-10849,initial_application,submitted,2026-08-05
APP-04903,CASE-01646,appeal,denied,2026-04-07
APP-04904,CASE-12246,renewal_application,denied,2026-05-04
APP-04905,CASE-05274,renewal_application,submitted,2026-02-18
APP-04906,CASE-02416,renewal_application,in_review,2026-07-05
APP-04907,CASE-07804,appeal,approved,2026-03-11
APP-04908,CASE-00081,appeal,approved,2026-08-09
APP-04909,CASE-03721,initial_application,pending_more_info,2026-02-25
APP-04910,CASE-04799,appeal,submitted,2026-02-07
APP-04911,CASE-04881,appeal,approved,2026-08-26
APP-04912,CASE-10891,appeal,approved,2026-04-11
APP-04913,CASE-14286,appeal,in_review,2026-06-14
APP-04914,CASE-14175,appeal,denied,2026-03-03
APP-04915,CASE-14278,initial_application,in_review,2026-05-12
APP-04916,CASE-10082,renewal_application,approved,2026-05-25
APP-04917,CASE-03517,renewal_application,denied,2026-04-05
APP-04918,CASE-05043,appeal,denied,2026-04-03
APP-04919,CASE-08152,initial_application,in_review,2026-07-20
APP-04920,CASE-02329,renewal_application,in_review,2026-06-02
APP-04921,CASE-09520,renewal_application,denied,2026-04-22
APP-04922,CASE-05368,renewal_application,pending_more_info,2026-05-12
APP-04923,CASE-13644,appeal,approved,2026-08-26
APP-04924,CASE-01132,appeal,approved,2026-08-23
APP-04925,CASE-14919,appeal,in_review,2026-04-16
APP-04926,CASE-05216,renewal_application,pending_more_info,2026-02-11
APP-04927,CASE-13760,appeal,denied,2026-06-15
APP-04928,CASE-06223,initial_application,denied,2026-02-22
APP-04929,CASE-13342,renewal_application,pending_more_info,2026-02-28
APP-04930,CASE-07590,appeal,in_review,2026-04-12
APP-04931,CASE-04429,renewal_application,approved,2026-05-11
APP-04932,CASE-13228,initial_application,submitted,2026-05-11
APP-04933,CASE-01819,appeal,pending_more_info,2026-07-05
APP-04934,CASE-02167,appeal,submitted,2026-07-17
APP-04935,CASE-11409,initial_application,in_review,2026-07-19
APP-04936,CASE-04734,renewal_application,submitted,2026-03-16
APP-04937,CASE-00657,renewal_application,approved,2026-08-12
APP-04938,CASE-09569,initial_application,pending_more_info,2026-07-02
APP-04939,CASE-01073,initial_application,pending_more_info,2026-06-10
APP-04940,CASE-01244,renewal_application,submitted,2026-06-15
APP-04941,CASE-02484,appeal,submitted,2026-04-18
APP-04942,CASE-06890,initial_application,pending_more_info,2026-04-13
APP-04943,CASE-07511,appeal,pending_more_info,2026-05-08
APP-04944,CASE-08091,initial_application,denied,2026-02-09
APP-04945,CASE-12984,renewal_application,denied,2026-08-06
APP-04946,CASE-02143,initial_application,approved,2026-05-23
APP-04947,CASE-08107,renewal_application,pending_more_info,2026-06-18
APP-04948,CASE-10697,renewal_application,approved,2026-05-01
APP-04949,CASE-08343,renewal_application,submitted,2026-07-02
APP-04950,CASE-02088,renewal_application,submitted,2026-02-12
APP-04951,CASE-01310,initial_application,pending_more_info,2026-04-26
APP-04952,CASE-08104,renewal_application,in_review,2026-02-28
APP-04953,CASE-09463,renewal_application,in_review,2026-07-22
APP-04954,CASE-11575,appeal,pending_more_info,2026-06-08
APP-04955,CASE-07369,appeal,denied,2026-02-15
APP-04956,CASE-01142,initial_application,submitted,2026-04-01
APP-04957,CASE-03263,initial_application,pending_more_info,2026-06-20
APP-04958,CASE-05372,appeal,submitted,2026-08-20
APP-04959,CASE-08775,initial_application,pending_more_info,2026-01-24
APP-04960,CASE-09190,renewal_application,pending_more_info,2026-07-14
APP-04961,CASE-12870,renewal_application,in_review,2026-07-22
APP-04962,CASE-06081,appeal,approved,2026-03-05
APP-04963,CASE-12096,renewal_application,approved,2026-07-13
APP-04964,CASE-13209,initial_application,pending_more_info,2026-06-14
APP-04965,CASE-05837,appeal,approved,2026-05-14
APP-04966,CASE-13422,initial_application,denied,2026-03-27
APP-04967,CASE-03448,appeal,submitted,2026-05-23
APP-04968,CASE-11898,appeal,in_review,2026-01-22
APP-04969,CASE-04515,renewal_application,pending_more_info,2026-08-05
APP-04970,CASE-04632,renewal_application,denied,2026-01-13
APP-04971,CASE-02462,appeal,pending_more_info,2026-03-02
APP-04972,CASE-03539,appeal,denied,2026-07-26
APP-04973,CASE-01135,initial_application,in_review,2026-02-11
APP-04974,CASE-09268,appeal,approved,2026-03-03
APP-04975,CASE-02810,initial_application,denied,2026-01-10
APP-04976,CASE-14252,renewal_application,denied,2026-08-13
APP-04977,CASE-11940,renewal_application,submitted,2026-06-15
APP-04978,CASE-06816,renewal_application,approved,2026-02-26
APP-04979,CASE-05883,initial_application,denied,2026-07-16
APP-04980,CASE-10111,initial_application,submitted,2026-05-07
APP-04981,CASE-00921,appeal,denied,2026-01-11
APP-04982,CASE-09419,appeal,pending_more_info,2026-08-17
APP-04983,CASE-13496,appeal,submitted,2026-07-19
APP-04984,CASE-14918,initial_application,in_review,2026-04-03
APP-04985,CASE-06779,initial_application,pending_more_info,2026-07-01
APP-04986,CASE-02055,appeal,in_review,2026-08-03
APP-04987,CASE-00914,initial_application,approved,2026-04-17
APP-04988,CASE-09044,renewal_application,in_review,2026-03-10
APP-04989,CASE-04326,appeal,in_review,2026-01-20
APP-04990,CASE-07707,renewal_application,pending_more_info,2026-01-07
APP-04991,CASE-09695,initial_application,pending_more_info,2026-04-04
APP-04992,CASE-06877,initial_application,pending_more_info,2026-06-15
APP-04993,CASE-06868,appeal,denied,2026-02-22
APP-04994,CASE-13631,initial_application,approved,2026-06-17
APP-04995,CASE-08314,appeal,pending_more_info,2026-02-12
APP-04996,CASE-00028,appeal,submitted,2026-05-25
APP-04997,CASE-13695,appeal,submitted,2026-04-04
APP-04998,CASE-07183,renewal_application,submitted,2026-06-13
APP-04999,CASE-00159,renewal_application,in_review,2026-05-01
APP-05000,CASE-03079,initial_application,approved,2026-06-09
APP-05001,CASE-00410,appeal,pending_more_info,2026-06-17
APP-05002,CASE-13412,appeal,in_review,2026-03-03
APP-05003,CASE-04492,initial_application,denied,2026-04-04
APP-05004,CASE-01661,appeal,denied,2026-06-26
APP-05005,CASE-06684,renewal_application,in_review,2026-05-19
APP-05006,CASE-05837,renewal_application,in_review,2026-05-14
APP-05007,CASE-07235,initial_application,in_review,2026-04-17
APP-05008,CASE-03864,appeal,pending_more_info,2026-08-26
APP-05009,CASE-08062,renewal_application,denied,2026-06-22
APP-05010,CASE-09709,initial_application,submitted,2026-03-11
APP-05011,CASE-02120,initial_application,denied,2026-05-19
APP-05012,CASE-12605,initial_application,pending_more_info,2026-02-13
APP-05013,CASE-02839,renewal_application,in_review,2026-01-27
APP-05014,CASE-13456,initial_application,denied,2026-07-19
APP-05015,CASE-12295,renewal_application,submitted,2026-02-28
APP-05016,CASE-01712,appeal,approved,2026-06-14
APP-05017,CASE-02553,appeal,in_review,2026-03-03
APP-05018,CASE-08719,appeal,approved,2026-04-08
APP-05019,CASE-12831,appeal,pending_more_info,2026-03-28
APP-05020,CASE-11142,initial_application,approved,2026-07-03
APP-05021,CASE-07446,appeal,approved,2026-07-01
APP-05022,CASE-07979,appeal,approved,2026-05-08
APP-05023,CASE-13858,renewal_application,in_review,2026-06-24
APP-05024,CASE-01248,renewal_application,pending_more_info,2026-06-23
APP-05025,CASE-09834,appeal,submitted,2026-08-28
APP-05026,CASE-14532,initial_application,denied,2026-02-01
APP-05027,CASE-11149,appeal,approved,2026-06-01
APP-05028,CASE-03781,appeal,pending_more_info,2026-05-02
APP-05029,CASE-01506,initial_application,approved,2026-01-16
APP-05030,CASE-09095,initial_application,in_review,2026-01-28
APP-05031,CASE-08849,renewal_application,denied,2026-02-20
APP-05032,CASE-09460,initial_application,denied,2026-05-18
APP-05033,CASE-13242,initial_application,in_review,2026-03-11
APP-05034,CASE-00535,initial_application,pending_more_info,2026-08-16
APP-05035,CASE-00159,initial_application,in_review,2026-05-01
APP-05036,CASE-13728,renewal_application,submitted,2026-05-12
APP-05037,CASE-14422,appeal,submitted,2026-07-10
APP-05038,CASE-08900,initial_application,pending_more_info,2026-07-22
APP-05039,CASE-03362,initial_application,submitted,2026-06-20
APP-05040,CASE-07204,initial_application,pending_more_info,2026-05-18
