order_id,store_id,product_id,quantity,order_date,status
ORD-25153,STORE-0405,PROD-02004,48,2026-06-13,delivered
ORD-25154,STORE-0472,PROD-04779,27,2026-05-21,delivered
ORD-25155,STORE-0010,PROD-01761,30,2026-06-02,cancelled
ORD-25156,STORE-0437,PROD-04582,36,2026-06-24,shipped
ORD-25157,STORE-0206,PROD-01229,25,2026-05-14,shipped
ORD-25158,STORE-0240,PROD-00809,13,2026-04-01,shipped
ORD-25159,STORE-0128,PROD-04102,9,2026-02-08,shipped
ORD-25160,STORE-0448,PROD-04117,34,2026-01-01,delivered
ORD-25161,STORE-0383,PROD-03234,18,2026-01-12,cancelled
ORD-25162,STORE-0368,PROD-00557,46,2026-04-07,cancelled
ORD-25163,STORE-0317,PROD-04494,30,2026-05-04,delivered
ORD-25164,STORE-0084,PROD-04160,50,2026-07-11,pending
ORD-25165,STORE-0018,PROD-01943,30,2026-08-17,cancelled
ORD-25166,STORE-0179,PROD-01688,13,2026-04-11,shipped
ORD-25167,STORE-0375,PROD-03359,25,2026-05-08,delivered
ORD-25168,STORE-0381,PROD-02590,35,2026-02-10,shipped
ORD-25169,STORE-0153,PROD-00947,48,2026-03-11,shipped
ORD-25170,STORE-0068,PROD-02589,13,2026-05-11,shipped
ORD-25171,STORE-0231,PROD-04814,2,2026-04-07,shipped
ORD-25172,STORE-0007,PROD-03809,44,2026-01-13,shipped
ORD-25173,STORE-0304,PROD-01683,32,2026-05-21,shipped
ORD-25174,STORE-0192,PROD-04679,38,2026-03-10,delivered
ORD-25175,STORE-0449,PROD-04261,50,2026-03-28,cancelled
ORD-25176,STORE-0450,PROD-01583,13,2026-05-17,delivered
ORD-25177,STORE-0395,PROD-04610,41,2026-04-22,shipped
ORD-25178,STORE-0018,PROD-01039,29,2026-03-06,cancelled
ORD-25179,STORE-0436,PROD-00516,8,2026-04-04,shipped
ORD-25180,STORE-0343,PROD-01927,42,2026-03-17,pending
ORD-25181,STORE-0454,PROD-01965,48,2026-04-19,pending
ORD-25182,STORE-0490,PROD-00377,46,2026-04-04,pending
ORD-25183,STORE-0351,PROD-04439,38,2026-07-21,delivered
ORD-25184,STORE-0477,PROD-04868,33,2026-08-20,cancelled
ORD-25185,STORE-0468,PROD-01175,12,2026-03-06,delivered
ORD-25186,STORE-0314,PROD-02793,24,2026-01-11,shipped
ORD-25187,STORE-0086,PROD-04696,7,2026-03-26,delivered
ORD-25188,STORE-0113,PROD-02111,43,2026-04-10,delivered
ORD-25189,STORE-0131,PROD-02298,4,2026-05-18,cancelled
ORD-25190,STORE-0375,PROD-01270,17,2026-08-02,shipped
ORD-25191,STORE-0198,PROD-02885,45,2026-07-17,shipped
ORD-25192,STORE-0263,PROD-00968,21,2026-06-08,pending
ORD-25193,STORE-0349,PROD-00529,10,2026-06-28,shipped
ORD-25194,STORE-0019,PROD-03205,26,2026-07-17,cancelled
ORD-25195,STORE-0157,PROD-01861,31,2026-08-23,cancelled
ORD-25196,STORE-0041,PROD-02968,4,2026-05-21,cancelled
ORD-25197,STORE-0170,PROD-03170,42,2026-02-28,pending
ORD-25198,STORE-0184,PROD-02369,13,2026-08-07,pending
ORD-25199,STORE-0266,PROD-01708,28,2026-01-04,cancelled
ORD-25200,STORE-0070,PROD-02244,18,2026-06-21,shipped
ORD-25201,STORE-0354,PROD-04340,32,2026-08-17,pending
ORD-25202,STORE-0408,PROD-03511,11,2026-05-10,delivered
ORD-25203,STORE-0414,PROD-02383,2,2026-03-26,pending
ORD-25204,STORE-0297,PROD-00860,21,2026-07-16,shipped
ORD-25205,STORE-0277,PROD-00041,25,2026-05-12,cancelled
ORD-25206,STORE-0462,PROD-01461,13,2026-03-02,cancelled
ORD-25207,STORE-0075,PROD-01824,42,2026-07-27,cancelled
ORD-25208,STORE-0373,PROD-01210,8,2026-04-06,delivered
ORD-25209,STORE-0170,PROD-00883,43,2026-06-21,cancelled
ORD-25210,STORE-0375,PROD-02932,6,2026-03-14,cancelled
ORD-25211,STORE-0259,PROD-01665,47,2026-06-05,delivered
ORD-25212,STORE-0290,PROD-02356,18,2026-02-18,pending
ORD-25213,STORE-0325,PROD-04504,42,2026-01-28,pending
ORD-25214,STORE-0378,PROD-00649,30,2026-02-03,shipped
ORD-25215,STORE-0083,PROD-02245,33,2026-05-08,delivered
ORD-25216,STORE-0349,PROD-02115,40,2026-01-28,delivered
ORD-25217,STORE-0423,PROD-03260,25,2026-06-19,cancelled
ORD-25218,STORE-0299,PROD-00758,40,2026-03-08,pending
ORD-25219,STORE-0073,PROD-03494,6,2026-06-01,cancelled
ORD-25220,STORE-0291,PROD-00476,6,2026-03-08,delivered
ORD-25221,STORE-0500,PROD-03859,11,2026-01-12,shipped
ORD-25222,STORE-0367,PROD-02469,10,2026-06-12,pending
ORD-25223,STORE-0468,PROD-03608,24,2026-05-05,shipped
ORD-25224,STORE-0071,PROD-01208,17,2026-06-15,delivered
ORD-25225,STORE-0475,PROD-04621,36,2026-02-08,delivered
ORD-25226,STORE-0166,PROD-00284,32,2026-01-10,pending
ORD-25227,STORE-0014,PROD-01456,22,2026-03-03,delivered
ORD-25228,STORE-0274,PROD-03448,17,2026-05-28,pending
ORD-25229,STORE-0160,PROD-02264,26,2026-06-07,cancelled
ORD-25230,STORE-0031,PROD-02738,29,2026-07-03,shipped
ORD-25231,STORE-0294,PROD-01798,14,2026-07-15,cancelled
ORD-25232,STORE-0395,PROD-04283,11,2026-02-11,shipped
ORD-25233,STORE-0124,PROD-04569,20,2026-01-21,pending
ORD-25234,STORE-0302,PROD-03771,33,2026-01-28,cancelled
ORD-25235,STORE-0114,PROD-02518,5,2026-08-12,pending
ORD-25236,STORE-0258,PROD-03880,37,2026-08-15,delivered
ORD-25237,STORE-0312,PROD-01137,41,2026-07-04,cancelled
ORD-25238,STORE-0421,PROD-00107,32,2026-04-04,cancelled
ORD-25239,STORE-0228,PROD-02021,28,2026-01-05,delivered
ORD-25240,STORE-0254,PROD-02461,35,2026-04-10,delivered
ORD-25241,STORE-0464,PROD-04477,7,2026-07-27,pending
ORD-25242,STORE-0380,PROD-01882,29,2026-03-09,pending
ORD-25243,STORE-0375,PROD-01947,30,2026-05-03,pending
ORD-25244,STORE-0229,PROD-01320,45,2026-02-08,shipped
ORD-25245,STORE-0067,PROD-04455,20,2026-06-26,shipped
ORD-25246,STORE-0354,PROD-00073,5,2026-04-14,cancelled
ORD-25247,STORE-0034,PROD-00675,47,2026-05-23,pending
ORD-25248,STORE-0147,PROD-04547,41,2026-04-14,cancelled
ORD-25249,STORE-0437,PROD-02848,49,2026-03-28,delivered
ORD-25250,STORE-0203,PROD-02081,16,2026-01-19,cancelled
ORD-25251,STORE-0489,PROD-00558,15,2026-01-12,cancelled
ORD-25252,STORE-0122,PROD-02205,6,2026-05-03,delivered
ORD-25253,STORE-0004,PROD-03880,12,2026-04-24,shipped
ORD-25254,STORE-0489,PROD-01080,19,2026-07-25,delivered
ORD-25255,STORE-0130,PROD-00722,33,2026-06-27,delivered
ORD-25256,STORE-0025,PROD-00583,47,2026-01-23,cancelled
ORD-25257,STORE-0070,PROD-01208,26,2026-03-22,cancelled
ORD-25258,STORE-0186,PROD-00713,48,2026-04-03,cancelled
ORD-25259,STORE-0324,PROD-04081,27,2026-03-07,pending
ORD-25260,STORE-0180,PROD-02854,24,2026-04-17,pending
ORD-25261,STORE-0388,PROD-00461,13,2026-07-23,shipped
ORD-25262,STORE-0198,PROD-00803,10,2026-08-25,cancelled
ORD-25263,STORE-0345,PROD-00734,4,2026-06-19,shipped
ORD-25264,STORE-0409,PROD-01527,7,2026-06-04,cancelled
ORD-25265,STORE-0460,PROD-01794,18,2026-07-17,cancelled
ORD-25266,STORE-0043,PROD-00465,21,2026-02-27,shipped
ORD-25267,STORE-0096,PROD-04561,10,2026-08-11,delivered
ORD-25268,STORE-0115,PROD-01172,35,2026-04-26,cancelled
ORD-25269,STORE-0246,PROD-01888,37,2026-01-03,cancelled
ORD-25270,STORE-0079,PROD-04170,20,2026-06-13,delivered
ORD-25271,STORE-0460,PROD-04155,35,2026-02-24,pending
ORD-25272,STORE-0457,PROD-02796,19,2026-08-16,pending
ORD-25273,STORE-0333,PROD-04737,23,2026-06-04,shipped
ORD-25274,STORE-0169,PROD-01703,5,2026-07-05,delivered
ORD-25275,STORE-0326,PROD-04948,15,2026-04-21,delivered
ORD-25276,STORE-0169,PROD-04457,23,2026-02-27,cancelled
ORD-25277,STORE-0165,PROD-04982,7,2026-01-03,cancelled
ORD-25278,STORE-0075,PROD-04506,27,2026-08-16,shipped
ORD-25279,STORE-0220,PROD-03637,23,2026-01-23,delivered
ORD-25280,STORE-0127,PROD-00217,40,2026-06-15,shipped
ORD-25281,STORE-0083,PROD-04542,4,2026-04-06,delivered
ORD-25282,STORE-0261,PROD-03002,17,2026-04-27,cancelled
ORD-25283,STORE-0081,PROD-00794,11,2026-02-13,cancelled
ORD-25284,STORE-0158,PROD-00740,50,2026-07-15,cancelled
ORD-25285,STORE-0079,PROD-04562,3,2026-04-11,cancelled
ORD-25286,STORE-0434,PROD-03634,22,2026-08-02,cancelled
ORD-25287,STORE-0338,PROD-04973,18,2026-05-23,delivered
ORD-25288,STORE-0296,PROD-02136,14,2026-01-26,cancelled
ORD-25289,STORE-0171,PROD-02161,43,2026-04-04,pending
ORD-25290,STORE-0068,PROD-04518,14,2026-03-25,cancelled
ORD-25291,STORE-0289,PROD-01336,8,2026-06-19,pending
ORD-25292,STORE-0087,PROD-01814,19,2026-02-02,delivered
ORD-25293,STORE-0127,PROD-02867,5,2026-01-04,shipped
ORD-25294,STORE-0414,PROD-04065,13,2026-05-21,shipped
ORD-25295,STORE-0328,PROD-00399,31,2026-02-10,delivered
ORD-25296,STORE-0437,PROD-04969,27,2026-02-09,delivered
ORD-25297,STORE-0489,PROD-00877,32,2026-07-21,cancelled
ORD-25298,STORE-0382,PROD-03252,26,2026-07-25,delivered
ORD-25299,STORE-0355,PROD-03890,13,2026-01-08,delivered
ORD-25300,STORE-0118,PROD-03371,4,2026-04-06,cancelled
ORD-25301,STORE-0012,PROD-01012,14,2026-07-12,cancelled
ORD-25302,STORE-0300,PROD-00168,18,2026-08-09,shipped
ORD-25303,STORE-0054,PROD-00465,27,2026-05-28,delivered
ORD-25304,STORE-0174,PROD-03836,10,2026-07-27,cancelled
ORD-25305,STORE-0193,PROD-01063,48,2026-01-16,shipped
ORD-25306,STORE-0368,PROD-00700,18,2026-01-17,cancelled
ORD-25307,STORE-0252,PROD-01632,18,2026-06-24,cancelled
ORD-25308,STORE-0386,PROD-03841,44,2026-01-11,shipped
ORD-25309,STORE-0010,PROD-00707,10,2026-08-10,cancelled
ORD-25310,STORE-0150,PROD-02681,37,2026-01-08,delivered
ORD-25311,STORE-0389,PROD-00527,50,2026-08-17,cancelled
ORD-25312,STORE-0170,PROD-03338,41,2026-03-28,shipped
ORD-25313,STORE-0482,PROD-02382,41,2026-02-15,delivered
ORD-25314,STORE-0176,PROD-01965,11,2026-01-02,shipped
ORD-25315,STORE-0325,PROD-02258,17,2026-07-18,cancelled
ORD-25316,STORE-0163,PROD-02754,3,2026-06-10,cancelled
ORD-25317,STORE-0349,PROD-03439,3,2026-07-03,pending
ORD-25318,STORE-0088,PROD-03028,2,2026-01-18,pending
ORD-25319,STORE-0336,PROD-01670,2,2026-04-05,shipped
ORD-25320,STORE-0350,PROD-01226,1,2026-06-04,delivered
ORD-25321,STORE-0205,PROD-02396,47,2026-01-16,shipped
ORD-25322,STORE-0304,PROD-00145,13,2026-04-08,pending
ORD-25323,STORE-0500,PROD-00114,45,2026-02-18,cancelled
ORD-25324,STORE-0300,PROD-01051,15,2026-05-16,cancelled
ORD-25325,STORE-0277,PROD-01979,32,2026-04-01,pending
ORD-25326,STORE-0050,PROD-04166,13,2026-03-05,shipped
ORD-25327,STORE-0239,PROD-01762,45,2026-04-18,cancelled
ORD-25328,STORE-0443,PROD-00768,28,2026-06-21,pending
ORD-25329,STORE-0313,PROD-00455,40,2026-02-23,cancelled
ORD-25330,STORE-0298,PROD-02350,26,2026-07-27,shipped
ORD-25331,STORE-0269,PROD-03448,38,2026-01-15,pending
ORD-25332,STORE-0347,PROD-04925,27,2026-02-11,delivered
ORD-25333,STORE-0235,PROD-03108,25,2026-05-16,pending
ORD-25334,STORE-0427,PROD-04481,23,2026-01-10,shipped
ORD-25335,STORE-0142,PROD-04319,5,2026-05-04,delivered
ORD-25336,STORE-0036,PROD-02533,8,2026-01-17,shipped
ORD-25337,STORE-0321,PROD-00097,25,2026-01-12,pending
ORD-25338,STORE-0462,PROD-00160,48,2026-07-14,shipped
ORD-25339,STORE-0351,PROD-02021,34,2026-01-05,shipped
ORD-25340,STORE-0257,PROD-04536,20,2026-02-26,delivered
ORD-25341,STORE-0460,PROD-00919,30,2026-08-22,shipped
ORD-25342,STORE-0360,PROD-02355,43,2026-05-03,shipped
ORD-25343,STORE-0140,PROD-01659,2,2026-01-09,delivered
ORD-25344,STORE-0105,PROD-00774,38,2026-04-17,shipped
ORD-25345,STORE-0317,PROD-04859,46,2026-04-05,shipped
ORD-25346,STORE-0348,PROD-04257,39,2026-03-25,pending
ORD-25347,STORE-0226,PROD-03855,23,2026-03-03,pending
ORD-25348,STORE-0309,PROD-02800,42,2026-08-16,cancelled
ORD-25349,STORE-0181,PROD-01767,13,2026-04-05,cancelled
ORD-25350,STORE-0044,PROD-02886,28,2026-02-20,shipped
ORD-25351,STORE-0246,PROD-04129,13,2026-03-28,cancelled
ORD-25352,STORE-0211,PROD-02049,3,2026-01-08,shipped
ORD-25353,STORE-0370,PROD-00052,42,2026-08-26,delivered
ORD-25354,STORE-0098,PROD-01094,31,2026-06-05,delivered
ORD-25355,STORE-0091,PROD-01240,15,2026-07-04,cancelled
ORD-25356,STORE-0343,PROD-04912,15,2026-03-17,delivered
ORD-25357,STORE-0448,PROD-04583,11,2026-02-04,shipped
ORD-25358,STORE-0148,PROD-03914,14,2026-01-04,pending
ORD-25359,STORE-0384,PROD-04099,22,2026-03-07,pending
ORD-25360,STORE-0243,PROD-01273,29,2026-01-15,delivered
ORD-25361,STORE-0184,PROD-02621,33,2026-02-21,pending
ORD-25362,STORE-0036,PROD-03177,49,2026-08-11,delivered
ORD-25363,STORE-0182,PROD-04212,29,2026-06-17,shipped
ORD-25364,STORE-0394,PROD-04279,50,2026-03-08,shipped
ORD-25365,STORE-0486,PROD-02292,36,2026-03-11,shipped
ORD-25366,STORE-0247,PROD-02648,21,2026-01-13,pending
ORD-25367,STORE-0245,PROD-00681,3,2026-07-25,pending
ORD-25368,STORE-0200,PROD-03123,46,2026-07-18,pending
ORD-25369,STORE-0215,PROD-01078,31,2026-06-15,delivered
ORD-25370,STORE-0140,PROD-03235,9,2026-05-17,shipped
ORD-25371,STORE-0345,PROD-02177,8,2026-04-01,shipped
ORD-25372,STORE-0152,PROD-00335,3,2026-03-11,pending
ORD-25373,STORE-0022,PROD-02521,4,2026-03-11,pending
ORD-25374,STORE-0069,PROD-00580,21,2026-05-21,pending
ORD-25375,STORE-0305,PROD-02869,3,2026-01-09,shipped
ORD-25376,STORE-0418,PROD-00553,39,2026-04-26,delivered
ORD-25377,STORE-0031,PROD-00797,12,2026-08-07,shipped
ORD-25378,STORE-0425,PROD-00987,28,2026-08-18,cancelled
ORD-25379,STORE-0024,PROD-02546,2,2026-06-22,pending
ORD-25380,STORE-0036,PROD-02327,33,2026-07-25,cancelled
ORD-25381,STORE-0152,PROD-02759,23,2026-04-01,delivered
ORD-25382,STORE-0422,PROD-02896,3,2026-02-03,cancelled
ORD-25383,STORE-0451,PROD-01497,22,2026-02-14,delivered
ORD-25384,STORE-0436,PROD-01678,48,2026-04-02,pending
ORD-25385,STORE-0357,PROD-00994,45,2026-06-14,delivered
ORD-25386,STORE-0196,PROD-00507,31,2026-06-10,pending
ORD-25387,STORE-0013,PROD-01839,49,2026-04-23,delivered
ORD-25388,STORE-0342,PROD-03322,50,2026-06-08,pending
ORD-25389,STORE-0152,PROD-00841,18,2026-04-06,shipped
ORD-25390,STORE-0120,PROD-01070,3,2026-04-05,delivered
ORD-25391,STORE-0288,PROD-01962,12,2026-03-01,delivered
ORD-25392,STORE-0225,PROD-03698,14,2026-08-01,shipped
ORD-25393,STORE-0061,PROD-03665,24,2026-01-28,delivered
ORD-25394,STORE-0459,PROD-01116,4,2026-05-28,cancelled
ORD-25395,STORE-0166,PROD-00013,37,2026-02-15,cancelled
ORD-25396,STORE-0444,PROD-02384,10,2026-08-27,pending
ORD-25397,STORE-0226,PROD-00463,33,2026-07-12,pending
ORD-25398,STORE-0100,PROD-02911,37,2026-01-22,shipped
ORD-25399,STORE-0307,PROD-04126,41,2026-07-06,delivered
ORD-25400,STORE-0232,PROD-03379,20,2026-03-20,cancelled
ORD-25401,STORE-0337,PROD-03679,16,2026-03-07,shipped
ORD-25402,STORE-0302,PROD-04378,35,2026-01-05,pending
ORD-25403,STORE-0398,PROD-00294,40,2026-02-19,cancelled
ORD-25404,STORE-0444,PROD-00860,2,2026-01-15,pending
ORD-25405,STORE-0412,PROD-00645,34,2026-04-05,pending
ORD-25406,STORE-0228,PROD-02305,7,2026-06-06,delivered
ORD-25407,STORE-0047,PROD-02383,48,2026-02-20,delivered
ORD-25408,STORE-0022,PROD-04334,37,2026-03-26,delivered
ORD-25409,STORE-0139,PROD-02186,19,2026-08-03,cancelled
ORD-25410,STORE-0493,PROD-02598,7,2026-07-04,cancelled
ORD-25411,STORE-0144,PROD-04246,15,2026-05-10,cancelled
ORD-25412,STORE-0305,PROD-02043,26,2026-02-26,cancelled
ORD-25413,STORE-0226,PROD-04489,20,2026-03-10,shipped
ORD-25414,STORE-0432,PROD-01758,31,2026-01-07,pending
ORD-25415,STORE-0113,PROD-01090,19,2026-04-17,pending
ORD-25416,STORE-0294,PROD-03504,50,2026-07-08,shipped
ORD-25417,STORE-0459,PROD-00329,14,2026-07-05,shipped
ORD-25418,STORE-0456,PROD-03378,17,2026-03-08,delivered
ORD-25419,STORE-0180,PROD-02304,9,2026-07-14,cancelled
ORD-25420,STORE-0003,PROD-04312,17,2026-01-15,delivered
ORD-25421,STORE-0291,PROD-03292,17,2026-04-10,pending
ORD-25422,STORE-0393,PROD-00155,24,2026-01-23,shipped
ORD-25423,STORE-0103,PROD-03114,7,2026-07-16,delivered
ORD-25424,STORE-0470,PROD-03616,6,2026-05-01,cancelled
ORD-25425,STORE-0010,PROD-02220,1,2026-02-05,shipped
ORD-25426,STORE-0448,PROD-04221,3,2026-06-21,cancelled
ORD-25427,STORE-0257,PROD-04888,47,2026-03-04,shipped
ORD-25428,STORE-0483,PROD-00724,27,2026-01-23,delivered
ORD-25429,STORE-0094,PROD-02814,22,2026-03-28,delivered
ORD-25430,STORE-0306,PROD-03197,41,2026-02-06,delivered
ORD-25431,STORE-0225,PROD-01103,15,2026-06-22,shipped
ORD-25432,STORE-0344,PROD-00701,16,2026-04-04,delivered
ORD-25433,STORE-0402,PROD-02083,41,2026-08-24,delivered
ORD-25434,STORE-0132,PROD-03132,49,2026-04-08,delivered
ORD-25435,STORE-0082,PROD-02152,6,2026-03-15,pending
ORD-25436,STORE-0076,PROD-00940,16,2026-04-09,pending
ORD-25437,STORE-0334,PROD-01710,2,2026-07-26,shipped
ORD-25438,STORE-0156,PROD-00010,5,2026-04-19,pending
ORD-25439,STORE-0453,PROD-00082,47,2026-08-17,shipped
ORD-25440,STORE-0497,PROD-03454,48,2026-08-24,delivered
ORD-25441,STORE-0276,PROD-04715,48,2026-06-12,delivered
ORD-25442,STORE-0432,PROD-03659,30,2026-03-03,delivered
ORD-25443,STORE-0055,PROD-03392,34,2026-03-09,pending
ORD-25444,STORE-0124,PROD-00668,29,2026-02-04,cancelled
ORD-25445,STORE-0159,PROD-02408,11,2026-03-28,shipped
ORD-25446,STORE-0293,PROD-02617,10,2026-07-07,delivered
ORD-25447,STORE-0147,PROD-04939,48,2026-02-23,pending
ORD-25448,STORE-0198,PROD-01090,45,2026-02-20,pending
ORD-25449,STORE-0224,PROD-00029,50,2026-08-16,pending
ORD-25450,STORE-0047,PROD-00674,10,2026-03-08,shipped
ORD-25451,STORE-0192,PROD-03816,2,2026-02-09,cancelled
ORD-25452,STORE-0038,PROD-04982,46,2026-02-24,shipped
ORD-25453,STORE-0332,PROD-02574,13,2026-02-11,delivered
ORD-25454,STORE-0262,PROD-02799,1,2026-07-26,shipped
ORD-25455,STORE-0098,PROD-02452,14,2026-08-05,shipped
ORD-25456,STORE-0088,PROD-01093,33,2026-06-01,delivered
ORD-25457,STORE-0104,PROD-03656,44,2026-08-05,shipped
ORD-25458,STORE-0500,PROD-01032,18,2026-08-20,shipped
ORD-25459,STORE-0328,PROD-03268,37,2026-05-21,cancelled
ORD-25460,STORE-0314,PROD-03585,1,2026-08-10,pending
ORD-25461,STORE-0220,PROD-00385,47,2026-06-04,delivered
ORD-25462,STORE-0172,PROD-01877,3,2026-02-22,pending
ORD-25463,STORE-0492,PROD-03973,49,2026-05-21,shipped
ORD-25464,STORE-0174,PROD-00760,23,2026-03-07,delivered
ORD-25465,STORE-0365,PROD-04961,21,2026-05-19,shipped
ORD-25466,STORE-0449,PROD-03295,16,2026-03-27,cancelled
ORD-25467,STORE-0195,PROD-00536,22,2026-03-08,delivered
ORD-25468,STORE-0239,PROD-03365,21,2026-02-17,pending
ORD-25469,STORE-0252,PROD-02129,4,2026-08-10,delivered
ORD-25470,STORE-0424,PROD-00826,3,2026-08-24,delivered
ORD-25471,STORE-0312,PROD-02515,17,2026-05-25,delivered
ORD-25472,STORE-0364,PROD-00962,2,2026-04-05,shipped
ORD-25473,STORE-0155,PROD-03728,13,2026-02-19,cancelled
ORD-25474,STORE-0015,PROD-02970,37,2026-08-14,delivered
ORD-25475,STORE-0083,PROD-04069,45,2026-04-27,delivered
ORD-25476,STORE-0194,PROD-03083,4,2026-06-20,pending
ORD-25477,STORE-0312,PROD-02861,28,2026-07-12,cancelled
ORD-25478,STORE-0202,PROD-00248,15,2026-02-23,delivered
ORD-25479,STORE-0354,PROD-00473,37,2026-08-10,shipped
ORD-25480,STORE-0467,PROD-02188,40,2026-05-10,delivered
ORD-25481,STORE-0315,PROD-02143,25,2026-04-13,cancelled
ORD-25482,STORE-0460,PROD-01221,30,2026-03-23,pending
ORD-25483,STORE-0406,PROD-04437,30,2026-06-21,cancelled
ORD-25484,STORE-0010,PROD-03674,14,2026-02-10,cancelled
ORD-25485,STORE-0036,PROD-04538,14,2026-03-04,pending
ORD-25486,STORE-0308,PROD-02993,21,2026-07-24,pending
ORD-25487,STORE-0247,PROD-02866,2,2026-04-19,delivered
ORD-25488,STORE-0488,PROD-03487,20,2026-07-25,shipped
ORD-25489,STORE-0134,PROD-00679,18,2026-05-12,cancelled
ORD-25490,STORE-0128,PROD-02494,7,2026-01-13,delivered
ORD-25491,STORE-0355,PROD-01195,5,2026-02-04,cancelled
ORD-25492,STORE-0273,PROD-04519,43,2026-05-06,delivered
ORD-25493,STORE-0488,PROD-01325,40,2026-06-02,pending
ORD-25494,STORE-0257,PROD-03319,45,2026-05-01,delivered
ORD-25495,STORE-0280,PROD-01802,2,2026-08-24,shipped
ORD-25496,STORE-0448,PROD-02459,47,2026-06-25,cancelled
ORD-25497,STORE-0252,PROD-03579,46,2026-03-09,pending
ORD-25498,STORE-0277,PROD-03653,44,2026-05-09,pending
ORD-25499,STORE-0250,PROD-00992,15,2026-01-15,shipped
ORD-25500,STORE-0149,PROD-00840,18,2026-04-17,delivered
ORD-25501,STORE-0412,PROD-03014,9,2026-05-25,shipped
ORD-25502,STORE-0017,PROD-01689,41,2026-07-08,cancelled
ORD-25503,STORE-0331,PROD-00618,27,2026-07-18,delivered
ORD-25504,STORE-0119,PROD-01683,10,2026-05-08,cancelled
ORD-25505,STORE-0212,PROD-00890,19,2026-02-20,delivered
ORD-25506,STORE-0466,PROD-02566,33,2026-04-22,pending
ORD-25507,STORE-0173,PROD-02506,25,2026-07-06,shipped
ORD-25508,STORE-0315,PROD-00879,50,2026-01-23,delivered
ORD-25509,STORE-0206,PROD-00523,5,2026-06-16,delivered
ORD-25510,STORE-0338,PROD-03214,46,2026-02-05,cancelled
ORD-25511,STORE-0202,PROD-00913,49,2026-05-05,cancelled
ORD-25512,STORE-0002,PROD-04241,41,2026-02-06,pending
ORD-25513,STORE-0154,PROD-01351,11,2026-01-21,cancelled
ORD-25514,STORE-0181,PROD-03497,39,2026-05-24,shipped
ORD-25515,STORE-0079,PROD-00147,3,2026-02-20,shipped
ORD-25516,STORE-0299,PROD-01752,37,2026-03-13,delivered
ORD-25517,STORE-0223,PROD-02520,19,2026-01-28,delivered
ORD-25518,STORE-0322,PROD-03136,8,2026-01-18,delivered
ORD-25519,STORE-0320,PROD-00609,38,2026-01-23,shipped
ORD-25520,STORE-0130,PROD-01832,36,2026-08-10,pending
ORD-25521,STORE-0491,PROD-03927,12,2026-02-17,delivered
ORD-25522,STORE-0447,PROD-03515,12,2026-07-06,delivered
ORD-25523,STORE-0012,PROD-02095,19,2026-02-17,delivered
ORD-25524,STORE-0165,PROD-03176,25,2026-04-17,delivered
ORD-25525,STORE-0210,PROD-00602,42,2026-03-25,delivered
ORD-25526,STORE-0141,PROD-01524,49,2026-04-18,pending
ORD-25527,STORE-0072,PROD-02597,28,2026-06-12,delivered
ORD-25528,STORE-0370,PROD-02613,42,2026-04-23,cancelled
ORD-25529,STORE-0324,PROD-02742,3,2026-06-01,delivered
ORD-25530,STORE-0034,PROD-03828,13,2026-01-27,shipped
ORD-25531,STORE-0417,PROD-03558,5,2026-07-28,cancelled
ORD-25532,STORE-0052,PROD-01059,41,2026-07-21,delivered
ORD-25533,STORE-0042,PROD-02985,40,2026-08-01,delivered
ORD-25534,STORE-0238,PROD-04531,29,2026-02-10,delivered
ORD-25535,STORE-0177,PROD-04135,16,2026-04-25,shipped
ORD-25536,STORE-0493,PROD-00162,47,2026-03-09,cancelled
ORD-25537,STORE-0220,PROD-01032,12,2026-07-20,pending
ORD-25538,STORE-0228,PROD-02181,24,2026-03-14,delivered
ORD-25539,STORE-0205,PROD-01828,25,2026-07-23,delivered
ORD-25540,STORE-0291,PROD-00278,2,2026-03-18,pending
ORD-25541,STORE-0298,PROD-00349,20,2026-02-28,shipped
ORD-25542,STORE-0341,PROD-03572,47,2026-05-14,cancelled
ORD-25543,STORE-0455,PROD-01042,29,2026-07-13,cancelled
ORD-25544,STORE-0028,PROD-01408,20,2026-04-04,pending
ORD-25545,STORE-0374,PROD-02781,32,2026-08-25,delivered
ORD-25546,STORE-0242,PROD-03199,39,2026-03-15,shipped
ORD-25547,STORE-0307,PROD-02756,11,2026-03-06,shipped
ORD-25548,STORE-0152,PROD-03132,21,2026-06-02,delivered
ORD-25549,STORE-0149,PROD-01382,36,2026-03-14,cancelled
ORD-25550,STORE-0341,PROD-00680,41,2026-04-24,shipped
ORD-25551,STORE-0354,PROD-00515,35,2026-06-07,shipped
ORD-25552,STORE-0491,PROD-04188,37,2026-04-15,shipped
ORD-25553,STORE-0426,PROD-00890,8,2026-08-04,cancelled
ORD-25554,STORE-0166,PROD-02505,21,2026-05-13,pending
ORD-25555,STORE-0052,PROD-01173,32,2026-01-09,pending
ORD-25556,STORE-0240,PROD-01882,38,2026-08-23,pending
ORD-25557,STORE-0336,PROD-00928,39,2026-04-04,delivered
ORD-25558,STORE-0036,PROD-03148,33,2026-05-07,shipped
ORD-25559,STORE-0309,PROD-00927,46,2026-04-23,delivered
ORD-25560,STORE-0148,PROD-03949,42,2026-05-08,delivered
ORD-25561,STORE-0046,PROD-01771,30,2026-04-12,cancelled
ORD-25562,STORE-0299,PROD-00969,15,2026-05-11,cancelled
