inventory_id,store_id,product_id,quantity_on_hand,reorder_point
INV-16880,STORE-0495,PROD-00853,174,53
INV-16881,STORE-0001,PROD-04860,23,24
INV-16882,STORE-0210,PROD-02018,180,52
INV-16883,STORE-0277,PROD-02341,195,44
INV-16884,STORE-0067,PROD-02839,1,57
INV-16885,STORE-0379,PROD-01009,180,58
INV-16886,STORE-0407,PROD-01869,155,23
INV-16887,STORE-0390,PROD-01219,86,49
INV-16888,STORE-0289,PROD-03427,10,21
INV-16889,STORE-0101,PROD-04467,123,12
INV-16890,STORE-0432,PROD-02338,188,16
INV-16891,STORE-0250,PROD-01974,5,48
INV-16892,STORE-0341,PROD-02140,127,55
INV-16893,STORE-0447,PROD-04809,157,49
INV-16894,STORE-0396,PROD-02406,138,60
INV-16895,STORE-0329,PROD-04965,148,60
INV-16896,STORE-0335,PROD-00192,158,42
INV-16897,STORE-0012,PROD-04368,61,25
INV-16898,STORE-0075,PROD-02024,37,47
INV-16899,STORE-0011,PROD-01047,106,26
INV-16900,STORE-0389,PROD-00563,143,46
INV-16901,STORE-0062,PROD-02475,37,53
INV-16902,STORE-0461,PROD-04310,171,37
INV-16903,STORE-0463,PROD-01656,192,10
INV-16904,STORE-0154,PROD-04447,69,28
INV-16905,STORE-0233,PROD-04315,8,38
INV-16906,STORE-0343,PROD-00280,89,12
INV-16907,STORE-0043,PROD-00569,35,56
INV-16908,STORE-0229,PROD-03624,175,17
INV-16909,STORE-0443,PROD-00550,146,12
INV-16910,STORE-0092,PROD-01141,191,51
INV-16911,STORE-0162,PROD-02175,102,58
INV-16912,STORE-0322,PROD-00990,76,36
INV-16913,STORE-0488,PROD-00038,125,16
INV-16914,STORE-0080,PROD-04719,160,56
INV-16915,STORE-0060,PROD-00403,2,29
INV-16916,STORE-0423,PROD-00941,152,55
INV-16917,STORE-0271,PROD-02732,59,13
INV-16918,STORE-0442,PROD-01334,28,17
INV-16919,STORE-0395,PROD-04989,53,25
INV-16920,STORE-0087,PROD-02784,77,50
INV-16921,STORE-0082,PROD-02336,7,33
INV-16922,STORE-0296,PROD-01899,122,25
INV-16923,STORE-0079,PROD-02161,12,38
INV-16924,STORE-0242,PROD-02325,133,26
INV-16925,STORE-0318,PROD-00844,30,51
INV-16926,STORE-0455,PROD-04029,123,41
INV-16927,STORE-0387,PROD-04728,11,49
INV-16928,STORE-0442,PROD-01727,57,28
INV-16929,STORE-0132,PROD-03405,23,27
INV-16930,STORE-0215,PROD-04138,29,11
INV-16931,STORE-0189,PROD-02389,187,16
INV-16932,STORE-0278,PROD-04649,49,54
INV-16933,STORE-0204,PROD-00212,79,30
INV-16934,STORE-0286,PROD-04860,150,31
INV-16935,STORE-0416,PROD-00937,124,32
INV-16936,STORE-0227,PROD-01508,129,45
INV-16937,STORE-0129,PROD-01560,135,15
INV-16938,STORE-0479,PROD-03502,25,32
INV-16939,STORE-0444,PROD-03224,9,12
INV-16940,STORE-0084,PROD-02760,115,30
INV-16941,STORE-0019,PROD-02105,185,15
INV-16942,STORE-0443,PROD-01002,199,20
INV-16943,STORE-0204,PROD-02093,127,31
INV-16944,STORE-0144,PROD-04608,168,45
INV-16945,STORE-0487,PROD-02651,99,49
INV-16946,STORE-0128,PROD-01504,140,60
INV-16947,STORE-0042,PROD-04134,154,42
INV-16948,STORE-0388,PROD-04680,140,52
INV-16949,STORE-0458,PROD-00761,15,60
INV-16950,STORE-0314,PROD-02767,95,30
INV-16951,STORE-0419,PROD-01633,194,42
INV-16952,STORE-0321,PROD-02488,96,30
INV-16953,STORE-0345,PROD-04986,166,58
INV-16954,STORE-0064,PROD-02661,29,53
INV-16955,STORE-0426,PROD-02780,3,39
INV-16956,STORE-0082,PROD-03459,33,18
INV-16957,STORE-0400,PROD-04446,71,50
INV-16958,STORE-0381,PROD-01289,138,24
INV-16959,STORE-0427,PROD-02989,102,17
INV-16960,STORE-0156,PROD-01234,180,31
INV-16961,STORE-0136,PROD-00727,79,49
INV-16962,STORE-0351,PROD-03495,112,53
INV-16963,STORE-0042,PROD-03640,91,58
INV-16964,STORE-0419,PROD-03887,78,50
INV-16965,STORE-0484,PROD-03518,86,49
INV-16966,STORE-0031,PROD-00932,38,60
INV-16967,STORE-0305,PROD-04228,153,10
INV-16968,STORE-0260,PROD-00277,133,42
INV-16969,STORE-0353,PROD-01378,188,59
INV-16970,STORE-0436,PROD-01995,158,45
INV-16971,STORE-0201,PROD-02763,114,56
INV-16972,STORE-0045,PROD-04638,78,33
INV-16973,STORE-0269,PROD-04500,85,43
INV-16974,STORE-0455,PROD-02199,131,29
INV-16975,STORE-0016,PROD-03235,34,42
INV-16976,STORE-0448,PROD-01413,18,30
INV-16977,STORE-0009,PROD-01109,200,55
INV-16978,STORE-0083,PROD-02894,52,34
INV-16979,STORE-0182,PROD-02759,30,35
INV-16980,STORE-0121,PROD-02112,164,34
INV-16981,STORE-0411,PROD-00533,96,60
INV-16982,STORE-0103,PROD-01749,48,55
INV-16983,STORE-0455,PROD-01428,128,58
INV-16984,STORE-0306,PROD-03709,153,22
INV-16985,STORE-0449,PROD-03726,187,58
INV-16986,STORE-0245,PROD-04708,67,36
INV-16987,STORE-0087,PROD-00605,17,52
INV-16988,STORE-0408,PROD-03023,16,49
INV-16989,STORE-0098,PROD-01908,70,59
INV-16990,STORE-0038,PROD-02484,183,31
INV-16991,STORE-0293,PROD-03998,121,29
INV-16992,STORE-0375,PROD-01319,145,18
INV-16993,STORE-0285,PROD-04949,79,15
INV-16994,STORE-0161,PROD-04102,192,31
INV-16995,STORE-0124,PROD-00827,17,34
INV-16996,STORE-0206,PROD-04544,171,50
INV-16997,STORE-0043,PROD-02077,30,60
INV-16998,STORE-0474,PROD-00860,100,19
INV-16999,STORE-0395,PROD-04696,132,53
INV-17000,STORE-0438,PROD-01743,70,51
INV-17001,STORE-0143,PROD-03057,76,32
INV-17002,STORE-0248,PROD-00016,38,27
INV-17003,STORE-0276,PROD-02726,166,17
INV-17004,STORE-0203,PROD-02837,37,57
INV-17005,STORE-0323,PROD-04064,172,48
INV-17006,STORE-0417,PROD-02626,191,14
INV-17007,STORE-0477,PROD-03022,140,24
INV-17008,STORE-0286,PROD-03036,193,53
INV-17009,STORE-0206,PROD-00689,113,54
INV-17010,STORE-0373,PROD-03493,47,35
INV-17011,STORE-0439,PROD-00636,181,43
INV-17012,STORE-0281,PROD-04101,178,37
INV-17013,STORE-0099,PROD-01223,49,43
INV-17014,STORE-0098,PROD-00020,41,40
INV-17015,STORE-0203,PROD-03323,13,26
INV-17016,STORE-0193,PROD-04654,137,38
INV-17017,STORE-0150,PROD-03500,93,60
INV-17018,STORE-0108,PROD-04750,83,25
INV-17019,STORE-0154,PROD-03133,97,30
INV-17020,STORE-0083,PROD-03991,86,46
INV-17021,STORE-0299,PROD-03332,35,59
INV-17022,STORE-0098,PROD-01557,1,29
INV-17023,STORE-0416,PROD-03953,150,21
INV-17024,STORE-0181,PROD-01719,91,16
INV-17025,STORE-0487,PROD-01164,53,41
INV-17026,STORE-0259,PROD-01843,79,48
INV-17027,STORE-0005,PROD-03593,135,23
INV-17028,STORE-0330,PROD-02219,7,60
INV-17029,STORE-0471,PROD-00723,168,16
INV-17030,STORE-0200,PROD-03661,187,49
INV-17031,STORE-0080,PROD-00392,84,60
INV-17032,STORE-0497,PROD-04477,191,55
INV-17033,STORE-0356,PROD-03001,147,25
INV-17034,STORE-0341,PROD-01862,41,44
INV-17035,STORE-0092,PROD-04040,81,50
INV-17036,STORE-0056,PROD-04790,189,27
INV-17037,STORE-0246,PROD-00354,67,42
INV-17038,STORE-0490,PROD-00197,147,23
INV-17039,STORE-0286,PROD-02631,16,24
INV-17040,STORE-0097,PROD-03887,15,32
INV-17041,STORE-0398,PROD-00188,33,14
INV-17042,STORE-0205,PROD-03464,196,47
INV-17043,STORE-0048,PROD-01708,85,25
INV-17044,STORE-0100,PROD-00021,39,34
INV-17045,STORE-0022,PROD-03223,108,56
INV-17046,STORE-0129,PROD-03869,151,48
INV-17047,STORE-0163,PROD-04414,137,48
INV-17048,STORE-0464,PROD-02344,23,20
INV-17049,STORE-0248,PROD-02279,116,57
INV-17050,STORE-0345,PROD-00422,39,53
INV-17051,STORE-0137,PROD-03704,65,42
INV-17052,STORE-0221,PROD-04474,193,52
INV-17053,STORE-0179,PROD-02642,33,28
INV-17054,STORE-0319,PROD-02719,150,42
INV-17055,STORE-0282,PROD-02723,197,23
INV-17056,STORE-0032,PROD-03953,32,48
INV-17057,STORE-0183,PROD-04336,182,39
INV-17058,STORE-0130,PROD-00089,122,31
INV-17059,STORE-0323,PROD-03739,115,18
INV-17060,STORE-0359,PROD-03280,177,21
INV-17061,STORE-0500,PROD-01003,17,15
INV-17062,STORE-0040,PROD-01682,172,59
INV-17063,STORE-0052,PROD-03643,111,33
INV-17064,STORE-0389,PROD-00012,11,33
INV-17065,STORE-0443,PROD-02736,61,58
INV-17066,STORE-0233,PROD-03475,34,16
INV-17067,STORE-0096,PROD-00509,15,53
INV-17068,STORE-0406,PROD-04687,105,48
INV-17069,STORE-0122,PROD-02919,104,22
INV-17070,STORE-0289,PROD-02753,51,57
INV-17071,STORE-0446,PROD-00816,55,47
INV-17072,STORE-0350,PROD-01390,100,58
INV-17073,STORE-0369,PROD-01177,88,43
INV-17074,STORE-0465,PROD-00656,158,36
INV-17075,STORE-0238,PROD-02268,128,39
INV-17076,STORE-0161,PROD-01947,52,42
INV-17077,STORE-0003,PROD-01537,11,60
INV-17078,STORE-0464,PROD-04129,72,58
INV-17079,STORE-0120,PROD-00928,145,21
INV-17080,STORE-0382,PROD-03601,182,57
INV-17081,STORE-0253,PROD-02158,104,22
INV-17082,STORE-0113,PROD-01702,99,16
INV-17083,STORE-0090,PROD-00084,175,37
INV-17084,STORE-0055,PROD-03347,163,36
INV-17085,STORE-0424,PROD-03719,56,26
INV-17086,STORE-0423,PROD-02692,94,10
INV-17087,STORE-0370,PROD-01694,186,24
INV-17088,STORE-0080,PROD-03790,172,37
INV-17089,STORE-0149,PROD-01524,110,16
INV-17090,STORE-0328,PROD-00389,2,13
INV-17091,STORE-0310,PROD-01844,9,18
INV-17092,STORE-0272,PROD-03672,23,56
INV-17093,STORE-0175,PROD-03126,184,57
INV-17094,STORE-0273,PROD-04226,166,44
INV-17095,STORE-0072,PROD-02318,33,12
INV-17096,STORE-0385,PROD-04631,62,43
INV-17097,STORE-0234,PROD-04848,0,33
INV-17098,STORE-0424,PROD-01924,165,30
INV-17099,STORE-0143,PROD-03493,138,14
INV-17100,STORE-0263,PROD-01884,33,17
INV-17101,STORE-0376,PROD-03577,190,36
INV-17102,STORE-0217,PROD-04388,18,14
INV-17103,STORE-0170,PROD-02669,140,36
INV-17104,STORE-0082,PROD-02632,1,34
INV-17105,STORE-0010,PROD-03982,165,58
INV-17106,STORE-0401,PROD-02119,39,46
INV-17107,STORE-0095,PROD-02662,112,53
INV-17108,STORE-0213,PROD-00805,71,44
INV-17109,STORE-0045,PROD-04451,174,52
INV-17110,STORE-0325,PROD-04427,103,18
INV-17111,STORE-0062,PROD-03932,102,36
INV-17112,STORE-0415,PROD-02052,108,23
INV-17113,STORE-0110,PROD-00576,181,24
INV-17114,STORE-0311,PROD-04294,126,32
INV-17115,STORE-0383,PROD-03861,62,41
INV-17116,STORE-0460,PROD-04058,88,30
INV-17117,STORE-0105,PROD-01001,149,53
INV-17118,STORE-0148,PROD-01973,2,37
INV-17119,STORE-0033,PROD-01924,35,54
INV-17120,STORE-0381,PROD-00961,27,17
INV-17121,STORE-0164,PROD-00141,57,57
INV-17122,STORE-0196,PROD-02698,153,12
INV-17123,STORE-0343,PROD-00077,179,36
INV-17124,STORE-0267,PROD-01753,135,22
INV-17125,STORE-0443,PROD-04663,174,55
INV-17126,STORE-0148,PROD-04553,50,10
INV-17127,STORE-0319,PROD-01774,37,25
INV-17128,STORE-0446,PROD-02250,66,35
INV-17129,STORE-0368,PROD-01224,170,38
INV-17130,STORE-0102,PROD-01979,184,42
INV-17131,STORE-0096,PROD-03810,35,26
INV-17132,STORE-0290,PROD-02990,90,48
INV-17133,STORE-0466,PROD-01290,93,17
INV-17134,STORE-0422,PROD-03750,163,30
INV-17135,STORE-0319,PROD-03891,18,54
INV-17136,STORE-0380,PROD-02915,146,26
INV-17137,STORE-0130,PROD-04289,129,49
INV-17138,STORE-0246,PROD-04399,121,35
INV-17139,STORE-0466,PROD-00740,70,37
INV-17140,STORE-0434,PROD-04504,196,40
INV-17141,STORE-0439,PROD-04009,133,39
INV-17142,STORE-0480,PROD-02122,48,58
INV-17143,STORE-0017,PROD-02475,43,21
INV-17144,STORE-0221,PROD-00530,149,22
INV-17145,STORE-0155,PROD-02123,59,20
INV-17146,STORE-0472,PROD-00372,65,39
INV-17147,STORE-0246,PROD-03122,4,21
INV-17148,STORE-0449,PROD-02498,125,60
INV-17149,STORE-0401,PROD-01818,98,21
INV-17150,STORE-0086,PROD-04573,124,16
INV-17151,STORE-0263,PROD-01325,69,37
INV-17152,STORE-0165,PROD-02335,112,20
INV-17153,STORE-0471,PROD-04610,120,27
INV-17154,STORE-0469,PROD-02275,158,40
INV-17155,STORE-0155,PROD-01694,16,56
INV-17156,STORE-0434,PROD-04262,166,12
INV-17157,STORE-0345,PROD-04274,93,58
INV-17158,STORE-0454,PROD-01181,41,30
INV-17159,STORE-0320,PROD-00216,101,27
INV-17160,STORE-0464,PROD-00369,17,46
INV-17161,STORE-0042,PROD-01683,125,59
INV-17162,STORE-0096,PROD-01706,119,12
INV-17163,STORE-0087,PROD-02950,49,43
INV-17164,STORE-0288,PROD-02342,66,33
INV-17165,STORE-0288,PROD-04632,166,56
INV-17166,STORE-0403,PROD-04881,96,39
INV-17167,STORE-0027,PROD-04494,148,35
INV-17168,STORE-0067,PROD-00091,61,36
INV-17169,STORE-0146,PROD-04458,99,36
INV-17170,STORE-0172,PROD-04934,90,53
INV-17171,STORE-0178,PROD-00595,56,14
INV-17172,STORE-0303,PROD-03831,153,52
INV-17173,STORE-0081,PROD-00251,120,39
INV-17174,STORE-0107,PROD-03903,194,32
INV-17175,STORE-0220,PROD-04281,60,27
INV-17176,STORE-0105,PROD-04718,45,25
INV-17177,STORE-0119,PROD-00400,136,19
INV-17178,STORE-0211,PROD-04837,43,33
INV-17179,STORE-0483,PROD-04943,139,58
INV-17180,STORE-0087,PROD-03237,5,10
INV-17181,STORE-0022,PROD-04443,87,55
INV-17182,STORE-0008,PROD-00751,54,15
INV-17183,STORE-0277,PROD-03923,189,14
INV-17184,STORE-0128,PROD-03374,43,29
INV-17185,STORE-0451,PROD-00967,99,25
INV-17186,STORE-0003,PROD-00479,19,16
INV-17187,STORE-0204,PROD-01813,65,55
INV-17188,STORE-0120,PROD-03911,108,39
INV-17189,STORE-0059,PROD-02014,74,32
INV-17190,STORE-0028,PROD-01895,11,10
INV-17191,STORE-0021,PROD-01023,192,53
INV-17192,STORE-0230,PROD-04282,185,42
INV-17193,STORE-0273,PROD-02841,75,52
INV-17194,STORE-0300,PROD-02890,121,24
INV-17195,STORE-0452,PROD-02352,185,29
INV-17196,STORE-0317,PROD-02241,196,14
INV-17197,STORE-0080,PROD-04795,129,25
INV-17198,STORE-0389,PROD-01878,144,33
INV-17199,STORE-0205,PROD-00033,46,19
INV-17200,STORE-0086,PROD-04717,100,37
INV-17201,STORE-0253,PROD-03231,189,12
INV-17202,STORE-0154,PROD-04520,92,27
INV-17203,STORE-0378,PROD-03553,89,51
INV-17204,STORE-0247,PROD-02812,88,54
INV-17205,STORE-0023,PROD-00336,3,42
INV-17206,STORE-0411,PROD-00038,172,20
INV-17207,STORE-0425,PROD-02646,72,26
INV-17208,STORE-0140,PROD-04205,44,30
INV-17209,STORE-0259,PROD-04792,126,42
INV-17210,STORE-0083,PROD-01002,125,46
INV-17211,STORE-0206,PROD-04110,41,60
INV-17212,STORE-0352,PROD-00188,147,21
INV-17213,STORE-0022,PROD-04318,46,57
INV-17214,STORE-0101,PROD-00954,91,15
INV-17215,STORE-0477,PROD-04232,104,45
INV-17216,STORE-0125,PROD-04236,47,27
INV-17217,STORE-0127,PROD-04110,160,59
INV-17218,STORE-0137,PROD-01989,185,54
INV-17219,STORE-0349,PROD-00018,169,48
INV-17220,STORE-0409,PROD-04662,114,36
INV-17221,STORE-0329,PROD-01336,32,58
INV-17222,STORE-0168,PROD-02057,169,41
INV-17223,STORE-0204,PROD-04176,7,23
INV-17224,STORE-0402,PROD-03570,52,12
INV-17225,STORE-0310,PROD-03539,59,45
INV-17226,STORE-0162,PROD-03754,8,18
INV-17227,STORE-0118,PROD-04930,174,43
INV-17228,STORE-0267,PROD-01505,107,15
INV-17229,STORE-0086,PROD-02205,157,10
INV-17230,STORE-0193,PROD-00549,14,24
INV-17231,STORE-0049,PROD-00589,31,48
INV-17232,STORE-0366,PROD-04847,3,39
INV-17233,STORE-0310,PROD-01859,127,51
INV-17234,STORE-0399,PROD-04881,180,56
INV-17235,STORE-0466,PROD-02879,181,17
INV-17236,STORE-0397,PROD-04640,8,16
INV-17237,STORE-0077,PROD-00633,172,29
INV-17238,STORE-0233,PROD-01128,36,37
INV-17239,STORE-0298,PROD-01785,75,59
INV-17240,STORE-0222,PROD-00081,67,28
INV-17241,STORE-0399,PROD-02141,32,43
INV-17242,STORE-0460,PROD-02374,124,48
INV-17243,STORE-0171,PROD-01953,165,53
INV-17244,STORE-0480,PROD-02648,143,52
INV-17245,STORE-0125,PROD-00235,186,35
INV-17246,STORE-0081,PROD-01284,66,52
INV-17247,STORE-0264,PROD-00809,97,48
INV-17248,STORE-0082,PROD-03946,192,55
INV-17249,STORE-0420,PROD-01123,163,31
INV-17250,STORE-0150,PROD-03606,102,11
INV-17251,STORE-0497,PROD-02316,181,54
INV-17252,STORE-0493,PROD-02591,74,30
INV-17253,STORE-0457,PROD-01484,96,32
INV-17254,STORE-0269,PROD-00176,122,12
INV-17255,STORE-0385,PROD-03749,4,11
INV-17256,STORE-0324,PROD-02320,191,22
INV-17257,STORE-0452,PROD-00955,50,23
INV-17258,STORE-0234,PROD-03080,150,50
INV-17259,STORE-0372,PROD-01629,81,17
INV-17260,STORE-0390,PROD-02135,105,59
INV-17261,STORE-0275,PROD-02857,44,58
INV-17262,STORE-0150,PROD-01516,36,11
INV-17263,STORE-0229,PROD-02301,87,41
INV-17264,STORE-0271,PROD-04462,165,16
INV-17265,STORE-0125,PROD-03551,154,60
INV-17266,STORE-0420,PROD-04037,89,55
INV-17267,STORE-0486,PROD-04901,165,12
INV-17268,STORE-0150,PROD-04968,160,55
INV-17269,STORE-0303,PROD-03875,78,13
INV-17270,STORE-0252,PROD-03071,185,38
INV-17271,STORE-0480,PROD-02497,102,23
INV-17272,STORE-0438,PROD-00083,46,60
INV-17273,STORE-0136,PROD-02507,21,43
INV-17274,STORE-0171,PROD-04265,31,53
INV-17275,STORE-0067,PROD-00864,49,18
INV-17276,STORE-0048,PROD-04634,88,28
INV-17277,STORE-0274,PROD-04363,90,59
INV-17278,STORE-0024,PROD-02084,146,19
INV-17279,STORE-0308,PROD-03178,36,31
INV-17280,STORE-0163,PROD-03278,85,55
INV-17281,STORE-0375,PROD-04684,152,42
INV-17282,STORE-0398,PROD-04996,59,37
INV-17283,STORE-0108,PROD-04566,2,32
INV-17284,STORE-0472,PROD-02982,47,47
INV-17285,STORE-0415,PROD-03376,34,23
INV-17286,STORE-0452,PROD-02476,152,20
INV-17287,STORE-0215,PROD-02353,2,43
INV-17288,STORE-0249,PROD-00754,15,44
INV-17289,STORE-0323,PROD-00646,11,15
INV-17290,STORE-0292,PROD-01098,33,28
INV-17291,STORE-0314,PROD-02534,90,21
INV-17292,STORE-0101,PROD-00403,65,38
INV-17293,STORE-0458,PROD-03604,196,31
INV-17294,STORE-0053,PROD-02142,62,23
INV-17295,STORE-0052,PROD-00589,182,16
INV-17296,STORE-0044,PROD-01201,68,41
INV-17297,STORE-0498,PROD-04364,99,29
INV-17298,STORE-0269,PROD-02213,153,46
INV-17299,STORE-0317,PROD-00938,91,19
INV-17300,STORE-0393,PROD-01286,143,26
INV-17301,STORE-0345,PROD-01304,24,30
INV-17302,STORE-0464,PROD-02640,177,30
INV-17303,STORE-0096,PROD-04654,124,52
INV-17304,STORE-0412,PROD-02807,130,21
INV-17305,STORE-0030,PROD-00500,106,29
INV-17306,STORE-0481,PROD-01347,178,45
INV-17307,STORE-0354,PROD-04146,91,23
INV-17308,STORE-0291,PROD-00315,134,15
INV-17309,STORE-0340,PROD-00836,57,32
INV-17310,STORE-0173,PROD-01313,122,60
INV-17311,STORE-0488,PROD-04857,40,53
INV-17312,STORE-0024,PROD-04649,116,18
INV-17313,STORE-0246,PROD-01505,5,58
INV-17314,STORE-0182,PROD-01814,118,14
INV-17315,STORE-0203,PROD-04715,30,22
INV-17316,STORE-0204,PROD-01671,168,43
INV-17317,STORE-0271,PROD-04116,80,16
INV-17318,STORE-0013,PROD-00967,122,30
INV-17319,STORE-0228,PROD-01812,31,22
INV-17320,STORE-0269,PROD-00439,53,48
INV-17321,STORE-0217,PROD-00644,89,56
INV-17322,STORE-0188,PROD-00203,167,55
INV-17323,STORE-0331,PROD-02594,95,15
INV-17324,STORE-0153,PROD-02365,64,57
INV-17325,STORE-0415,PROD-01803,142,14
INV-17326,STORE-0406,PROD-00049,56,36
INV-17327,STORE-0279,PROD-02274,19,35
INV-17328,STORE-0440,PROD-00419,14,21
INV-17329,STORE-0292,PROD-00718,3,34
INV-17330,STORE-0488,PROD-00090,190,55
INV-17331,STORE-0231,PROD-01927,75,50
INV-17332,STORE-0389,PROD-02179,42,40
INV-17333,STORE-0242,PROD-02441,55,36
INV-17334,STORE-0454,PROD-04256,48,24
INV-17335,STORE-0403,PROD-03642,132,52
INV-17336,STORE-0002,PROD-04709,12,45
INV-17337,STORE-0396,PROD-01110,120,18
INV-17338,STORE-0309,PROD-01678,5,27
INV-17339,STORE-0341,PROD-00371,137,12
INV-17340,STORE-0060,PROD-00569,98,14
INV-17341,STORE-0086,PROD-04989,15,59
INV-17342,STORE-0252,PROD-01625,138,35
INV-17343,STORE-0439,PROD-03059,193,51
INV-17344,STORE-0448,PROD-02592,39,23
INV-17345,STORE-0412,PROD-03565,40,26
INV-17346,STORE-0363,PROD-04753,2,31
INV-17347,STORE-0138,PROD-01194,45,13
INV-17348,STORE-0093,PROD-02561,134,15
INV-17349,STORE-0183,PROD-02466,87,22
INV-17350,STORE-0319,PROD-01055,80,45
INV-17351,STORE-0470,PROD-02931,75,15
INV-17352,STORE-0161,PROD-01744,102,29
INV-17353,STORE-0056,PROD-00395,122,35
INV-17354,STORE-0101,PROD-01041,41,28
INV-17355,STORE-0019,PROD-02099,94,31
INV-17356,STORE-0038,PROD-04140,11,45
INV-17357,STORE-0496,PROD-03720,50,58
INV-17358,STORE-0286,PROD-04025,160,38
INV-17359,STORE-0417,PROD-04334,139,60
INV-17360,STORE-0437,PROD-04182,199,60
INV-17361,STORE-0267,PROD-03000,154,20
INV-17362,STORE-0213,PROD-00155,134,11
INV-17363,STORE-0161,PROD-01547,152,22
INV-17364,STORE-0435,PROD-04746,2,46
INV-17365,STORE-0484,PROD-02316,166,36
INV-17366,STORE-0182,PROD-03929,64,46
INV-17367,STORE-0473,PROD-00766,196,14
INV-17368,STORE-0291,PROD-04264,107,43
INV-17369,STORE-0300,PROD-00791,56,56
INV-17370,STORE-0479,PROD-00703,168,35
INV-17371,STORE-0477,PROD-01925,145,18
INV-17372,STORE-0007,PROD-00413,108,36
INV-17373,STORE-0047,PROD-03831,180,37
INV-17374,STORE-0036,PROD-03205,37,47
INV-17375,STORE-0477,PROD-03729,196,39
INV-17376,STORE-0262,PROD-00419,139,43
INV-17377,STORE-0075,PROD-02474,102,45
INV-17378,STORE-0100,PROD-01331,71,52
INV-17379,STORE-0314,PROD-03269,102,16
INV-17380,STORE-0141,PROD-03542,160,42
INV-17381,STORE-0301,PROD-03341,68,28
INV-17382,STORE-0460,PROD-03121,73,51
INV-17383,STORE-0346,PROD-02664,76,10
INV-17384,STORE-0427,PROD-03916,153,33
INV-17385,STORE-0344,PROD-00798,50,46
INV-17386,STORE-0284,PROD-02060,43,16
INV-17387,STORE-0129,PROD-02032,187,27
INV-17388,STORE-0178,PROD-02334,29,20
INV-17389,STORE-0476,PROD-04887,156,15
INV-17390,STORE-0478,PROD-02854,14,11
INV-17391,STORE-0391,PROD-01546,122,22
INV-17392,STORE-0417,PROD-03284,103,24
INV-17393,STORE-0285,PROD-01845,172,43
INV-17394,STORE-0366,PROD-04709,193,38
INV-17395,STORE-0046,PROD-01012,136,57
INV-17396,STORE-0471,PROD-01700,36,39
INV-17397,STORE-0444,PROD-01338,91,33
INV-17398,STORE-0477,PROD-04265,141,26
INV-17399,STORE-0233,PROD-03211,182,29
INV-17400,STORE-0487,PROD-03620,147,38
INV-17401,STORE-0064,PROD-04690,34,15
INV-17402,STORE-0343,PROD-00201,90,18
INV-17403,STORE-0232,PROD-04350,185,31
INV-17404,STORE-0220,PROD-02772,78,16
INV-17405,STORE-0456,PROD-04498,123,34
INV-17406,STORE-0382,PROD-02311,122,50
INV-17407,STORE-0212,PROD-01414,105,32
INV-17408,STORE-0223,PROD-04158,45,24
INV-17409,STORE-0118,PROD-01538,182,12
INV-17410,STORE-0149,PROD-03456,163,47
INV-17411,STORE-0210,PROD-04687,83,38
INV-17412,STORE-0312,PROD-00279,107,28
INV-17413,STORE-0266,PROD-01742,85,48
INV-17414,STORE-0158,PROD-04762,184,33
INV-17415,STORE-0483,PROD-02142,174,49
INV-17416,STORE-0272,PROD-00094,195,15
INV-17417,STORE-0273,PROD-03718,25,14
INV-17418,STORE-0024,PROD-01396,103,21
INV-17419,STORE-0370,PROD-04509,52,40
INV-17420,STORE-0472,PROD-00484,106,59
INV-17421,STORE-0355,PROD-01476,156,44
INV-17422,STORE-0428,PROD-03274,63,26
INV-17423,STORE-0402,PROD-00957,82,35
INV-17424,STORE-0284,PROD-02045,164,30
INV-17425,STORE-0415,PROD-01334,150,45
INV-17426,STORE-0409,PROD-02453,176,45
INV-17427,STORE-0199,PROD-04779,27,39
INV-17428,STORE-0248,PROD-04321,119,35
INV-17429,STORE-0333,PROD-04928,147,60
INV-17430,STORE-0279,PROD-04032,18,38
INV-17431,STORE-0142,PROD-01857,27,38
INV-17432,STORE-0073,PROD-02391,125,40
INV-17433,STORE-0333,PROD-01945,96,49
INV-17434,STORE-0040,PROD-03266,160,14
INV-17435,STORE-0499,PROD-03459,60,21
INV-17436,STORE-0496,PROD-01715,181,17
INV-17437,STORE-0381,PROD-02250,80,34
INV-17438,STORE-0320,PROD-03251,10,21
INV-17439,STORE-0387,PROD-03917,110,59
INV-17440,STORE-0380,PROD-02196,200,29
INV-17441,STORE-0263,PROD-03122,182,31
INV-17442,STORE-0358,PROD-04034,183,33
INV-17443,STORE-0457,PROD-00026,172,45
INV-17444,STORE-0040,PROD-02881,112,24
INV-17445,STORE-0311,PROD-01079,69,59
INV-17446,STORE-0016,PROD-01786,85,17
INV-17447,STORE-0425,PROD-00441,186,42
INV-17448,STORE-0379,PROD-02335,118,20
INV-17449,STORE-0031,PROD-03876,73,49
INV-17450,STORE-0477,PROD-03842,144,12
INV-17451,STORE-0418,PROD-00951,81,33
INV-17452,STORE-0085,PROD-02408,134,24
INV-17453,STORE-0026,PROD-00715,80,17
INV-17454,STORE-0021,PROD-00733,77,49
INV-17455,STORE-0379,PROD-02348,62,16
INV-17456,STORE-0085,PROD-02961,188,35
INV-17457,STORE-0152,PROD-00068,41,21
INV-17458,STORE-0493,PROD-02446,48,28
INV-17459,STORE-0144,PROD-01791,189,51
INV-17460,STORE-0471,PROD-03775,102,18
INV-17461,STORE-0008,PROD-03763,53,52
