account_id,customer_id,account_type,opened_at
ACC-01969,CUST-00882,credit_card,2024-02-02
ACC-01970,CUST-01073,savings,2024-08-23
ACC-01971,CUST-00802,credit_card,2024-01-26
ACC-01972,CUST-04092,credit_card,2024-12-20
ACC-01973,CUST-03439,savings,2024-12-25
ACC-01974,CUST-03723,credit_card,2024-02-06
ACC-01975,CUST-04268,savings,2024-07-20
ACC-01976,CUST-03588,savings,2024-06-15
ACC-01977,CUST-01976,checking,2024-07-27
ACC-01978,CUST-00625,savings,2024-09-06
ACC-01979,CUST-02199,credit_card,2024-04-08
ACC-01980,CUST-01162,credit_card,2024-09-12
ACC-01981,CUST-00847,checking,2024-11-10
ACC-01982,CUST-04957,savings,2024-09-10
ACC-01983,CUST-01881,checking,2024-09-21
ACC-01984,CUST-03997,savings,2024-10-01
ACC-01985,CUST-04508,checking,2024-01-11
ACC-01986,CUST-02872,savings,2024-08-12
ACC-01987,CUST-02324,savings,2024-10-04
ACC-01988,CUST-04235,checking,2024-11-20
ACC-01989,CUST-02487,savings,2024-01-03
ACC-01990,CUST-00353,checking,2024-05-01
ACC-01991,CUST-04523,savings,2024-10-18
ACC-01992,CUST-03734,checking,2024-01-13
ACC-01993,CUST-01816,credit_card,2024-06-13
ACC-01994,CUST-00070,savings,2024-12-01
ACC-01995,CUST-02153,checking,2024-07-04
ACC-01996,CUST-01609,checking,2024-07-12
ACC-01997,CUST-02267,credit_card,2024-10-25
ACC-01998,CUST-00564,credit_card,2024-04-02
ACC-01999,CUST-03462,savings,2024-04-22
ACC-02000,CUST-00091,credit_card,2024-05-06
ACC-02001,CUST-00203,savings,2024-09-28
ACC-02002,CUST-00621,savings,2024-09-01
ACC-02003,CUST-04212,savings,2024-08-03
ACC-02004,CUST-01487,savings,2024-05-23
ACC-02005,CUST-02866,savings,2024-09-22
ACC-02006,CUST-04706,credit_card,2024-05-11
ACC-02007,CUST-00935,savings,2024-08-07
ACC-02008,CUST-01620,credit_card,2024-11-04
ACC-02009,CUST-01906,savings,2024-11-21
ACC-02010,CUST-03717,credit_card,2024-11-26
ACC-02011,CUST-03278,savings,2024-11-01
ACC-02012,CUST-04259,checking,2024-09-15
ACC-02013,CUST-02781,checking,2024-02-12
ACC-02014,CUST-01370,savings,2024-01-25
ACC-02015,CUST-01661,savings,2024-06-09
ACC-02016,CUST-04208,credit_card,2024-05-22
ACC-02017,CUST-01604,checking,2024-04-05
ACC-02018,CUST-01101,credit_card,2024-06-09
ACC-02019,CUST-02214,savings,2024-10-11
ACC-02020,CUST-02863,savings,2024-09-07
ACC-02021,CUST-00600,credit_card,2024-04-12
ACC-02022,CUST-02032,credit_card,2024-05-18
ACC-02023,CUST-00650,credit_card,2024-11-19
ACC-02024,CUST-00351,credit_card,2024-06-08
ACC-02025,CUST-00123,savings,2024-01-14
ACC-02026,CUST-00519,savings,2024-12-27
ACC-02027,CUST-02263,savings,2024-06-08
ACC-02028,CUST-02453,savings,2024-11-21
ACC-02029,CUST-00555,savings,2024-06-17
ACC-02030,CUST-04165,savings,2024-11-24
ACC-02031,CUST-03437,checking,2024-06-01
ACC-02032,CUST-01079,savings,2024-08-25
ACC-02033,CUST-00815,checking,2024-05-02
ACC-02034,CUST-03195,credit_card,2024-09-23
ACC-02035,CUST-02463,credit_card,2024-04-20
ACC-02036,CUST-04722,credit_card,2024-04-28
ACC-02037,CUST-02716,savings,2024-08-07
ACC-02038,CUST-00544,checking,2024-07-16
ACC-02039,CUST-01522,checking,2024-10-19
ACC-02040,CUST-00930,savings,2024-04-01
ACC-02041,CUST-00547,savings,2024-06-18
ACC-02042,CUST-04928,checking,2024-04-01
ACC-02043,CUST-02354,credit_card,2024-10-21
ACC-02044,CUST-01102,credit_card,2024-05-28
ACC-02045,CUST-02339,savings,2024-12-07
ACC-02046,CUST-04962,credit_card,2024-08-06
ACC-02047,CUST-04631,checking,2024-01-13
ACC-02048,CUST-02811,credit_card,2024-01-13
ACC-02049,CUST-00126,checking,2024-05-18
ACC-02050,CUST-03718,checking,2024-08-26
ACC-02051,CUST-00338,credit_card,2024-01-02
ACC-02052,CUST-03574,credit_card,2024-01-04
ACC-02053,CUST-03689,savings,2024-01-28
ACC-02054,CUST-04940,savings,2024-08-01
ACC-02055,CUST-04922,credit_card,2024-06-11
ACC-02056,CUST-00563,checking,2024-04-22
ACC-02057,CUST-03726,credit_card,2024-12-09
ACC-02058,CUST-02532,savings,2024-11-02
ACC-02059,CUST-02216,checking,2024-03-23
ACC-02060,CUST-00083,savings,2024-09-28
ACC-02061,CUST-04024,checking,2024-02-18
ACC-02062,CUST-00473,savings,2024-11-12
ACC-02063,CUST-04649,savings,2024-03-27
ACC-02064,CUST-02065,credit_card,2024-01-11
ACC-02065,CUST-02636,credit_card,2024-11-04
ACC-02066,CUST-03424,checking,2024-02-26
ACC-02067,CUST-01246,credit_card,2024-03-01
ACC-02068,CUST-02283,checking,2024-05-09
ACC-02069,CUST-02550,checking,2024-02-05
ACC-02070,CUST-04555,savings,2024-07-02
ACC-02071,CUST-00588,checking,2024-05-26
ACC-02072,CUST-04399,savings,2024-06-01
ACC-02073,CUST-04142,credit_card,2024-06-03
ACC-02074,CUST-03067,credit_card,2024-05-14
ACC-02075,CUST-01666,savings,2024-05-03
ACC-02076,CUST-02484,credit_card,2024-09-02
ACC-02077,CUST-02411,savings,2024-05-28
ACC-02078,CUST-01998,credit_card,2024-04-08
ACC-02079,CUST-02239,savings,2024-10-01
ACC-02080,CUST-04370,savings,2024-03-11
ACC-02081,CUST-04127,savings,2024-12-21
ACC-02082,CUST-03201,savings,2024-11-17
ACC-02083,CUST-03462,credit_card,2024-05-16
ACC-02084,CUST-00414,savings,2024-10-20
ACC-02085,CUST-03963,credit_card,2024-11-02
ACC-02086,CUST-04938,savings,2024-03-05
ACC-02087,CUST-01827,credit_card,2024-02-21
ACC-02088,CUST-03962,savings,2024-02-19
ACC-02089,CUST-01692,savings,2024-03-17
ACC-02090,CUST-03010,checking,2024-09-20
ACC-02091,CUST-00240,credit_card,2024-03-27
ACC-02092,CUST-04006,checking,2024-09-13
ACC-02093,CUST-01114,credit_card,2024-06-08
ACC-02094,CUST-03211,checking,2024-11-01
ACC-02095,CUST-02219,savings,2024-02-27
ACC-02096,CUST-02089,checking,2024-05-03
ACC-02097,CUST-00285,checking,2024-04-19
ACC-02098,CUST-03194,credit_card,2024-09-26
ACC-02099,CUST-00555,savings,2024-01-15
ACC-02100,CUST-01475,savings,2024-04-27
ACC-02101,CUST-03399,credit_card,2024-01-16
ACC-02102,CUST-00230,checking,2024-05-12
ACC-02103,CUST-00865,savings,2024-10-18
ACC-02104,CUST-02931,checking,2024-11-17
ACC-02105,CUST-03062,savings,2024-12-01
ACC-02106,CUST-01834,checking,2024-12-17
ACC-02107,CUST-00959,savings,2024-01-15
ACC-02108,CUST-00701,checking,2024-10-18
ACC-02109,CUST-04188,checking,2024-02-20
ACC-02110,CUST-00367,savings,2024-08-25
ACC-02111,CUST-03862,savings,2024-03-05
ACC-02112,CUST-03336,credit_card,2024-12-04
ACC-02113,CUST-03545,checking,2024-04-05
ACC-02114,CUST-01659,checking,2024-01-11
ACC-02115,CUST-01351,savings,2024-11-09
ACC-02116,CUST-01789,credit_card,2024-04-15
ACC-02117,CUST-03658,checking,2024-02-15
ACC-02118,CUST-02881,credit_card,2024-03-18
ACC-02119,CUST-01394,credit_card,2024-01-05
ACC-02120,CUST-03173,savings,2024-07-07
ACC-02121,CUST-03190,credit_card,2024-09-13
ACC-02122,CUST-01051,savings,2024-08-14
ACC-02123,CUST-04959,savings,2024-10-07
ACC-02124,CUST-03731,credit_card,2024-11-03
ACC-02125,CUST-03758,savings,2024-03-16
ACC-02126,CUST-02035,savings,2024-04-18
ACC-02127,CUST-00227,checking,2024-03-01
ACC-02128,CUST-00593,credit_card,2024-05-28
ACC-02129,CUST-00548,savings,2024-06-18
ACC-02130,CUST-04640,checking,2024-04-17
ACC-02131,CUST-00022,credit_card,2024-09-22
ACC-02132,CUST-03830,savings,2024-08-26
ACC-02133,CUST-00867,credit_card,2024-10-02
ACC-02134,CUST-00808,savings,2024-11-08
ACC-02135,CUST-01814,checking,2024-05-07
ACC-02136,CUST-02097,savings,2024-04-07
ACC-02137,CUST-03493,checking,2024-11-17
ACC-02138,CUST-00290,checking,2024-06-19
ACC-02139,CUST-02631,checking,2024-01-12
ACC-02140,CUST-01609,checking,2024-08-20
ACC-02141,CUST-04100,checking,2024-06-05
ACC-02142,CUST-03686,credit_card,2024-12-20
ACC-02143,CUST-00940,savings,2024-01-08
ACC-02144,CUST-01350,savings,2024-09-20
ACC-02145,CUST-04152,savings,2024-04-18
ACC-02146,CUST-04747,checking,2024-04-18
ACC-02147,CUST-04416,credit_card,2024-09-16
ACC-02148,CUST-04506,credit_card,2024-02-12
ACC-02149,CUST-04810,checking,2024-04-02
ACC-02150,CUST-00840,savings,2024-07-17
ACC-02151,CUST-02632,checking,2024-11-16
ACC-02152,CUST-01088,credit_card,2024-06-11
ACC-02153,CUST-01552,checking,2024-02-24
ACC-02154,CUST-04008,savings,2024-09-04
ACC-02155,CUST-00556,credit_card,2024-02-12
ACC-02156,CUST-01591,savings,2024-06-23
ACC-02157,CUST-00960,checking,2024-06-02
ACC-02158,CUST-03323,credit_card,2024-02-28
ACC-02159,CUST-02323,savings,2024-09-18
ACC-02160,CUST-04216,savings,2024-11-17
ACC-02161,CUST-02322,checking,2024-03-10
ACC-02162,CUST-02821,checking,2024-12-18
ACC-02163,CUST-01582,savings,2024-10-20
ACC-02164,CUST-04038,credit_card,2024-08-27
ACC-02165,CUST-03322,checking,2024-04-05
ACC-02166,CUST-00431,credit_card,2024-02-08
ACC-02167,CUST-02585,credit_card,2024-01-06
ACC-02168,CUST-03884,checking,2024-08-16
ACC-02169,CUST-01224,checking,2024-07-03
ACC-02170,CUST-00769,credit_card,2024-04-09
ACC-02171,CUST-00463,credit_card,2024-11-17
ACC-02172,CUST-04854,checking,2024-06-15
ACC-02173,CUST-01593,credit_card,2024-03-05
ACC-02174,CUST-00122,savings,2024-01-10
ACC-02175,CUST-04295,savings,2024-08-22
ACC-02176,CUST-00736,checking,2024-02-03
ACC-02177,CUST-03744,checking,2024-09-16
ACC-02178,CUST-02447,savings,2024-10-01
ACC-02179,CUST-03430,checking,2024-10-24
ACC-02180,CUST-00944,checking,2024-10-09
ACC-02181,CUST-02302,credit_card,2024-01-10
ACC-02182,CUST-03215,checking,2024-05-14
ACC-02183,CUST-03435,savings,2024-07-12
ACC-02184,CUST-01407,checking,2024-01-01
ACC-02185,CUST-02819,checking,2024-02-17
ACC-02186,CUST-03810,credit_card,2024-08-22
ACC-02187,CUST-03572,checking,2024-04-11
ACC-02188,CUST-01002,checking,2024-02-20
ACC-02189,CUST-02025,credit_card,2024-07-09
ACC-02190,CUST-02960,checking,2024-10-11
ACC-02191,CUST-00129,checking,2024-09-23
ACC-02192,CUST-00524,savings,2024-01-11
ACC-02193,CUST-03890,savings,2024-07-11
ACC-02194,CUST-03064,credit_card,2024-10-15
ACC-02195,CUST-02470,savings,2024-07-23
ACC-02196,CUST-04868,credit_card,2024-04-14
ACC-02197,CUST-01983,credit_card,2024-08-05
ACC-02198,CUST-01182,savings,2024-11-19
ACC-02199,CUST-03025,savings,2024-03-07
ACC-02200,CUST-02660,savings,2024-09-26
ACC-02201,CUST-03534,savings,2024-04-24
ACC-02202,CUST-04849,credit_card,2024-10-12
ACC-02203,CUST-02887,checking,2024-05-11
ACC-02204,CUST-03540,checking,2024-02-04
ACC-02205,CUST-01171,checking,2024-04-19
ACC-02206,CUST-01291,savings,2024-07-06
ACC-02207,CUST-04144,credit_card,2024-04-01
ACC-02208,CUST-01829,credit_card,2024-01-20
ACC-02209,CUST-03610,credit_card,2024-04-15
ACC-02210,CUST-02977,credit_card,2024-04-10
ACC-02211,CUST-00377,checking,2024-10-24
ACC-02212,CUST-03595,credit_card,2024-10-10
ACC-02213,CUST-01488,checking,2024-12-21
ACC-02214,CUST-04577,credit_card,2024-05-18
ACC-02215,CUST-04636,credit_card,2024-06-01
ACC-02216,CUST-04196,credit_card,2024-11-13
ACC-02217,CUST-04538,credit_card,2024-06-22
ACC-02218,CUST-04120,savings,2024-07-25
ACC-02219,CUST-02061,checking,2024-08-01
ACC-02220,CUST-02941,checking,2024-08-13
ACC-02221,CUST-01974,savings,2024-03-16
ACC-02222,CUST-04002,credit_card,2024-05-03
ACC-02223,CUST-02030,savings,2024-01-05
ACC-02224,CUST-04179,checking,2024-12-14
ACC-02225,CUST-03965,savings,2024-11-21
ACC-02226,CUST-04219,savings,2024-01-19
ACC-02227,CUST-00225,checking,2024-09-28
ACC-02228,CUST-03815,savings,2024-03-06
ACC-02229,CUST-00977,credit_card,2024-01-09
ACC-02230,CUST-04560,savings,2024-09-18
ACC-02231,CUST-04174,credit_card,2024-03-11
ACC-02232,CUST-01736,credit_card,2024-03-22
ACC-02233,CUST-01564,checking,2024-09-22
ACC-02234,CUST-00864,savings,2024-08-09
ACC-02235,CUST-04329,savings,2024-12-27
ACC-02236,CUST-04504,savings,2024-08-22
ACC-02237,CUST-03341,checking,2024-11-10
ACC-02238,CUST-03103,checking,2024-03-03
ACC-02239,CUST-02917,savings,2024-10-18
ACC-02240,CUST-02115,credit_card,2024-12-19
ACC-02241,CUST-00967,credit_card,2024-12-20
ACC-02242,CUST-03154,credit_card,2024-05-13
ACC-02243,CUST-03282,checking,2024-08-18
ACC-02244,CUST-03862,checking,2024-04-27
ACC-02245,CUST-02654,checking,2024-07-02
ACC-02246,CUST-00335,savings,2024-03-05
ACC-02247,CUST-04595,savings,2024-04-17
ACC-02248,CUST-02694,savings,2024-06-16
ACC-02249,CUST-04652,savings,2024-04-07
ACC-02250,CUST-04544,credit_card,2024-02-13
ACC-02251,CUST-01703,savings,2024-05-10
ACC-02252,CUST-03723,savings,2024-01-07
ACC-02253,CUST-03989,credit_card,2024-12-10
ACC-02254,CUST-04539,checking,2024-06-14
ACC-02255,CUST-03048,savings,2024-08-12
ACC-02256,CUST-00275,credit_card,2024-04-17
ACC-02257,CUST-00097,credit_card,2024-04-13
ACC-02258,CUST-01095,credit_card,2024-07-24
ACC-02259,CUST-03186,savings,2024-03-02
ACC-02260,CUST-03675,checking,2024-01-20
ACC-02261,CUST-04411,checking,2024-10-04
ACC-02262,CUST-01664,checking,2024-03-01
ACC-02263,CUST-02374,savings,2024-10-10
ACC-02264,CUST-04240,credit_card,2024-04-23
ACC-02265,CUST-03959,credit_card,2024-11-02
ACC-02266,CUST-00838,checking,2024-03-10
ACC-02267,CUST-04202,credit_card,2024-07-24
ACC-02268,CUST-00123,credit_card,2024-05-28
ACC-02269,CUST-00141,checking,2024-10-21
ACC-02270,CUST-01652,credit_card,2024-11-05
ACC-02271,CUST-03587,checking,2024-05-20
ACC-02272,CUST-03842,savings,2024-01-16
ACC-02273,CUST-01839,credit_card,2024-02-11
ACC-02274,CUST-00645,savings,2024-03-02
ACC-02275,CUST-03352,credit_card,2024-02-16
ACC-02276,CUST-04388,credit_card,2024-03-07
ACC-02277,CUST-00972,savings,2024-12-17
ACC-02278,CUST-00827,savings,2024-04-14
ACC-02279,CUST-00700,savings,2024-09-18
ACC-02280,CUST-00894,savings,2024-06-15
ACC-02281,CUST-01050,savings,2024-02-09
ACC-02282,CUST-00319,checking,2024-10-21
ACC-02283,CUST-00479,checking,2024-11-21
ACC-02284,CUST-03218,savings,2024-07-06
ACC-02285,CUST-02967,checking,2024-07-08
ACC-02286,CUST-03560,credit_card,2024-06-12
ACC-02287,CUST-01260,checking,2024-08-25
ACC-02288,CUST-01588,savings,2024-04-07
ACC-02289,CUST-02512,credit_card,2024-08-21
ACC-02290,CUST-02044,checking,2024-11-28
ACC-02291,CUST-00299,checking,2024-04-08
ACC-02292,CUST-02720,checking,2024-02-27
ACC-02293,CUST-01115,credit_card,2024-12-24
ACC-02294,CUST-02001,checking,2024-10-03
ACC-02295,CUST-03361,savings,2024-07-05
ACC-02296,CUST-01360,checking,2024-07-25
ACC-02297,CUST-02720,savings,2024-11-17
ACC-02298,CUST-04142,checking,2024-07-03
ACC-02299,CUST-04636,checking,2024-01-07
ACC-02300,CUST-03024,credit_card,2024-10-26
ACC-02301,CUST-00956,savings,2024-02-04
ACC-02302,CUST-04136,savings,2024-08-07
ACC-02303,CUST-00869,savings,2024-03-08
ACC-02304,CUST-02884,savings,2024-07-20
ACC-02305,CUST-00279,checking,2024-12-24
ACC-02306,CUST-03380,checking,2024-05-06
ACC-02307,CUST-03154,checking,2024-03-03
ACC-02308,CUST-01600,credit_card,2024-06-05
ACC-02309,CUST-00578,checking,2024-09-23
ACC-02310,CUST-02435,checking,2024-05-05
ACC-02311,CUST-03413,savings,2024-04-20
ACC-02312,CUST-02631,savings,2024-06-15
ACC-02313,CUST-03089,savings,2024-07-20
ACC-02314,CUST-02213,credit_card,2024-07-07
ACC-02315,CUST-03267,credit_card,2024-11-04
ACC-02316,CUST-03438,savings,2024-04-26
ACC-02317,CUST-03502,checking,2024-10-18
ACC-02318,CUST-00664,savings,2024-08-01
ACC-02319,CUST-04651,checking,2024-11-09
ACC-02320,CUST-04966,credit_card,2024-07-27
ACC-02321,CUST-01626,credit_card,2024-06-12
ACC-02322,CUST-03425,credit_card,2024-05-03
ACC-02323,CUST-03728,checking,2024-12-11
ACC-02324,CUST-02500,credit_card,2024-02-19
ACC-02325,CUST-04693,credit_card,2024-01-27
ACC-02326,CUST-03941,credit_card,2024-03-05
ACC-02327,CUST-02116,savings,2024-05-24
ACC-02328,CUST-00805,checking,2024-03-17
ACC-02329,CUST-03352,savings,2024-06-10
ACC-02330,CUST-02986,credit_card,2024-12-01
ACC-02331,CUST-03954,savings,2024-10-17
ACC-02332,CUST-04262,credit_card,2024-08-21
ACC-02333,CUST-01338,savings,2024-07-22
ACC-02334,CUST-01557,checking,2024-10-06
ACC-02335,CUST-03583,checking,2024-10-21
ACC-02336,CUST-00446,checking,2024-02-28
ACC-02337,CUST-03462,checking,2024-11-14
ACC-02338,CUST-03375,savings,2024-07-07
ACC-02339,CUST-00187,checking,2024-11-01
ACC-02340,CUST-00253,savings,2024-12-20
ACC-02341,CUST-04687,credit_card,2024-01-19
ACC-02342,CUST-03290,checking,2024-10-25
ACC-02343,CUST-03046,checking,2024-07-01
ACC-02344,CUST-01570,savings,2024-07-25
ACC-02345,CUST-00522,credit_card,2024-05-19
ACC-02346,CUST-00083,credit_card,2024-06-25
ACC-02347,CUST-00624,credit_card,2024-08-21
ACC-02348,CUST-02022,checking,2024-04-28
ACC-02349,CUST-03438,savings,2024-05-17
ACC-02350,CUST-04434,savings,2024-12-20
ACC-02351,CUST-02737,savings,2024-10-08
ACC-02352,CUST-01124,checking,2024-11-20
ACC-02353,CUST-02138,checking,2024-08-11
ACC-02354,CUST-01026,credit_card,2024-03-20
ACC-02355,CUST-03656,checking,2024-08-05
ACC-02356,CUST-02042,credit_card,2024-06-10
ACC-02357,CUST-02327,credit_card,2024-10-09
ACC-02358,CUST-04891,checking,2024-06-13
ACC-02359,CUST-04577,credit_card,2024-02-09
ACC-02360,CUST-03097,checking,2024-02-01
ACC-02361,CUST-02758,credit_card,2024-12-10
ACC-02362,CUST-01177,savings,2024-09-11
ACC-02363,CUST-01380,credit_card,2024-10-06
ACC-02364,CUST-04439,credit_card,2024-05-27
ACC-02365,CUST-04521,checking,2024-04-18
ACC-02366,CUST-04972,checking,2024-12-08
ACC-02367,CUST-00216,checking,2024-04-19
ACC-02368,CUST-00785,savings,2024-09-13
ACC-02369,CUST-03310,savings,2024-06-01
ACC-02370,CUST-00227,checking,2024-07-19
ACC-02371,CUST-03984,checking,2024-08-19
ACC-02372,CUST-03435,savings,2024-06-15
ACC-02373,CUST-02435,credit_card,2024-01-04
ACC-02374,CUST-02042,savings,2024-06-16
ACC-02375,CUST-00486,savings,2024-09-03
ACC-02376,CUST-04555,credit_card,2024-05-11
ACC-02377,CUST-04506,savings,2024-12-12
ACC-02378,CUST-02886,savings,2024-07-04
ACC-02379,CUST-02363,checking,2024-03-15
ACC-02380,CUST-00195,savings,2024-02-06
ACC-02381,CUST-00566,checking,2024-05-27
ACC-02382,CUST-04009,savings,2024-06-12
ACC-02383,CUST-02447,checking,2024-04-23
ACC-02384,CUST-04383,savings,2024-10-06
ACC-02385,CUST-03302,credit_card,2024-08-05
ACC-02386,CUST-03629,checking,2024-05-22
ACC-02387,CUST-02646,checking,2024-02-18
ACC-02388,CUST-03141,savings,2024-02-08
ACC-02389,CUST-03665,checking,2024-09-06
ACC-02390,CUST-01201,savings,2024-11-12
ACC-02391,CUST-03923,savings,2024-01-03
ACC-02392,CUST-03761,credit_card,2024-10-03
ACC-02393,CUST-00996,credit_card,2024-03-14
ACC-02394,CUST-04545,checking,2024-03-02
ACC-02395,CUST-00841,credit_card,2024-02-19
ACC-02396,CUST-00065,savings,2024-07-26
ACC-02397,CUST-03923,checking,2024-12-05
ACC-02398,CUST-02759,credit_card,2024-03-26
ACC-02399,CUST-00495,checking,2024-02-23
ACC-02400,CUST-02579,checking,2024-04-09
ACC-02401,CUST-01366,credit_card,2024-10-12
ACC-02402,CUST-01550,credit_card,2024-05-10
ACC-02403,CUST-01146,savings,2024-06-07
ACC-02404,CUST-03757,credit_card,2024-06-09
ACC-02405,CUST-03843,checking,2024-03-21
ACC-02406,CUST-02705,credit_card,2024-07-06
ACC-02407,CUST-00035,credit_card,2024-09-21
ACC-02408,CUST-01358,savings,2024-11-28
ACC-02409,CUST-01521,savings,2024-12-27
ACC-02410,CUST-01106,checking,2024-07-21
ACC-02411,CUST-02232,savings,2024-12-03
ACC-02412,CUST-00354,savings,2024-03-06
ACC-02413,CUST-03012,credit_card,2024-04-27
ACC-02414,CUST-01293,credit_card,2024-06-18
ACC-02415,CUST-02765,savings,2024-09-09
ACC-02416,CUST-00874,checking,2024-04-10
ACC-02417,CUST-00141,savings,2024-03-20
ACC-02418,CUST-03004,checking,2024-03-17
ACC-02419,CUST-04564,credit_card,2024-04-02
ACC-02420,CUST-03344,credit_card,2024-08-23
ACC-02421,CUST-01919,credit_card,2024-07-09
ACC-02422,CUST-02123,credit_card,2024-05-28
ACC-02423,CUST-04630,savings,2024-04-06
ACC-02424,CUST-03774,savings,2024-07-13
ACC-02425,CUST-02034,credit_card,2024-07-09
ACC-02426,CUST-02835,credit_card,2024-05-09
ACC-02427,CUST-01771,credit_card,2024-07-20
ACC-02428,CUST-02839,savings,2024-03-12
ACC-02429,CUST-01175,savings,2024-01-19
ACC-02430,CUST-03375,credit_card,2024-09-04
ACC-02431,CUST-04409,checking,2024-09-25
ACC-02432,CUST-04615,checking,2024-03-25
ACC-02433,CUST-04621,savings,2024-09-09
ACC-02434,CUST-01076,savings,2024-03-10
ACC-02435,CUST-04484,credit_card,2024-04-15
ACC-02436,CUST-00890,checking,2024-08-14
ACC-02437,CUST-00549,credit_card,2024-04-16
ACC-02438,CUST-03983,savings,2024-09-20
ACC-02439,CUST-03438,savings,2024-05-19
ACC-02440,CUST-02219,savings,2024-10-07
ACC-02441,CUST-01710,checking,2024-02-23
ACC-02442,CUST-03343,checking,2024-10-26
ACC-02443,CUST-00276,checking,2024-06-10
ACC-02444,CUST-00952,checking,2024-10-02
ACC-02445,CUST-02478,credit_card,2024-09-24
ACC-02446,CUST-01186,savings,2024-12-01
ACC-02447,CUST-04156,savings,2024-06-17
ACC-02448,CUST-01879,credit_card,2024-08-20
ACC-02449,CUST-03599,savings,2024-02-04
ACC-02450,CUST-04739,credit_card,2024-11-16
ACC-02451,CUST-03347,checking,2024-09-21
ACC-02452,CUST-00677,credit_card,2024-04-07
ACC-02453,CUST-02090,checking,2024-12-07
ACC-02454,CUST-01844,credit_card,2024-11-22
ACC-02455,CUST-03388,savings,2024-06-15
ACC-02456,CUST-00816,savings,2024-04-11
ACC-02457,CUST-00789,savings,2024-05-12
ACC-02458,CUST-01555,credit_card,2024-07-23
ACC-02459,CUST-04521,checking,2024-07-04
ACC-02460,CUST-04338,credit_card,2024-10-02
ACC-02461,CUST-00829,checking,2024-12-04
ACC-02462,CUST-04601,checking,2024-01-25
ACC-02463,CUST-02380,savings,2024-05-03
ACC-02464,CUST-00471,checking,2024-10-05
ACC-02465,CUST-03434,savings,2024-12-04
ACC-02466,CUST-04720,credit_card,2024-09-14
ACC-02467,CUST-01436,savings,2024-01-05
ACC-02468,CUST-04114,checking,2024-10-16
ACC-02469,CUST-04623,checking,2024-05-06
ACC-02470,CUST-04783,savings,2024-09-19
ACC-02471,CUST-03631,credit_card,2024-01-18
ACC-02472,CUST-03669,savings,2024-07-13
ACC-02473,CUST-03580,credit_card,2024-02-22
ACC-02474,CUST-00925,credit_card,2024-07-11
ACC-02475,CUST-01464,credit_card,2024-03-24
ACC-02476,CUST-04251,credit_card,2024-05-28
ACC-02477,CUST-00674,credit_card,2024-07-27
ACC-02478,CUST-02489,credit_card,2024-02-12
ACC-02479,CUST-02212,savings,2024-02-02
ACC-02480,CUST-04354,credit_card,2024-01-27
ACC-02481,CUST-01289,savings,2024-04-14
ACC-02482,CUST-03011,checking,2024-01-23
ACC-02483,CUST-03289,savings,2024-03-22
ACC-02484,CUST-01785,checking,2024-02-11
ACC-02485,CUST-01875,checking,2024-08-09
ACC-02486,CUST-03217,credit_card,2024-11-19
ACC-02487,CUST-00143,credit_card,2024-04-09
ACC-02488,CUST-01747,savings,2024-04-28
ACC-02489,CUST-01444,checking,2024-03-04
ACC-02490,CUST-03518,checking,2024-05-26
ACC-02491,CUST-03784,checking,2024-10-19
ACC-02492,CUST-04431,checking,2024-09-07
ACC-02493,CUST-04571,savings,2024-11-08
ACC-02494,CUST-02853,checking,2024-08-14
ACC-02495,CUST-02700,credit_card,2024-02-05
ACC-02496,CUST-00438,credit_card,2024-11-10
ACC-02497,CUST-00522,savings,2024-06-21
ACC-02498,CUST-01759,credit_card,2024-04-19
ACC-02499,CUST-00870,savings,2024-03-16
ACC-02500,CUST-04035,checking,2024-04-18
ACC-02501,CUST-04158,savings,2024-01-07
ACC-02502,CUST-02765,credit_card,2024-03-22
ACC-02503,CUST-01483,checking,2024-05-17
ACC-02504,CUST-01174,checking,2024-03-09
ACC-02505,CUST-03185,checking,2024-12-11
ACC-02506,CUST-04162,checking,2024-03-24
ACC-02507,CUST-04822,credit_card,2024-04-21
ACC-02508,CUST-02595,credit_card,2024-10-26
ACC-02509,CUST-00436,checking,2024-12-20
ACC-02510,CUST-01245,checking,2024-11-26
ACC-02511,CUST-02069,checking,2024-09-25
ACC-02512,CUST-02487,checking,2024-12-02
ACC-02513,CUST-04188,savings,2024-03-26
ACC-02514,CUST-03218,savings,2024-04-04
ACC-02515,CUST-04893,credit_card,2024-11-26
ACC-02516,CUST-04998,savings,2024-02-18
ACC-02517,CUST-01501,checking,2024-12-01
ACC-02518,CUST-02201,checking,2024-01-24
ACC-02519,CUST-03021,savings,2024-06-15
ACC-02520,CUST-02756,checking,2024-02-19
ACC-02521,CUST-01762,credit_card,2024-06-27
ACC-02522,CUST-00437,credit_card,2024-05-18
ACC-02523,CUST-00014,savings,2024-01-12
ACC-02524,CUST-03358,checking,2024-10-13
ACC-02525,CUST-00381,checking,2024-01-15
ACC-02526,CUST-04164,savings,2024-10-24
ACC-02527,CUST-00121,savings,2024-01-10
ACC-02528,CUST-04643,checking,2024-11-22
ACC-02529,CUST-03391,credit_card,2024-06-10
ACC-02530,CUST-01026,savings,2024-08-26
ACC-02531,CUST-00849,checking,2024-04-25
ACC-02532,CUST-04335,credit_card,2024-07-04
ACC-02533,CUST-00024,credit_card,2024-02-13
ACC-02534,CUST-00438,checking,2024-05-28
ACC-02535,CUST-01948,checking,2024-06-10
