case_id,transaction_id,account_id,status,risk_score,opened_at
FC-00376,TXN-020733,ACC-00442,closed_no_fraud,0.66,2026-01-25
FC-00377,TXN-045256,ACC-04703,open,0.66,2026-08-28
FC-00378,TXN-035328,ACC-03994,investigating,0.76,2026-01-05
FC-00379,TXN-002372,ACC-06209,confirmed_fraud,0.63,2026-07-01
FC-00380,TXN-025183,ACC-01259,open,0.7,2026-03-18
FC-00381,TXN-036129,ACC-01227,investigating,0.8,2026-04-20
FC-00382,TXN-038369,ACC-00022,investigating,0.79,2026-03-22
FC-00383,TXN-010429,ACC-02679,confirmed_fraud,0.75,2026-07-27
FC-00384,TXN-004686,ACC-02663,open,0.52,2026-05-27
FC-00385,TXN-021710,ACC-07237,open,0.48,2026-05-23
FC-00386,TXN-041691,ACC-02544,closed_no_fraud,0.82,2026-01-16
FC-00387,TXN-032189,ACC-00383,open,0.45,2026-05-25
FC-00388,TXN-013275,ACC-04617,investigating,0.83,2026-01-02
FC-00389,TXN-015925,ACC-01292,confirmed_fraud,0.98,2026-04-20
FC-00390,TXN-021526,ACC-01569,confirmed_fraud,0.87,2026-01-15
FC-00391,TXN-042454,ACC-05200,closed_no_fraud,0.69,2026-06-11
FC-00392,TXN-022815,ACC-00666,open,0.56,2026-05-13
FC-00393,TXN-042826,ACC-04862,open,0.81,2026-01-28
FC-00394,TXN-019964,ACC-00297,closed_no_fraud,0.75,2026-05-14
FC-00395,TXN-023453,ACC-07492,closed_no_fraud,0.91,2026-05-09
FC-00396,TXN-005623,ACC-05013,investigating,0.91,2026-03-07
FC-00397,TXN-002828,ACC-03199,confirmed_fraud,0.98,2026-06-28
FC-00398,TXN-039305,ACC-02473,closed_no_fraud,0.81,2026-06-14
FC-00399,TXN-007160,ACC-03867,confirmed_fraud,0.84,2026-01-21
FC-00400,TXN-020360,ACC-04192,closed_no_fraud,0.61,2026-03-14
FC-00401,TXN-021222,ACC-02377,open,0.82,2026-04-10
FC-00402,TXN-022789,ACC-02100,closed_no_fraud,0.45,2026-08-27
FC-00403,TXN-048646,ACC-03808,open,0.84,2026-05-08
FC-00404,TXN-045171,ACC-02691,closed_no_fraud,0.54,2026-05-13
FC-00405,TXN-018818,ACC-01407,confirmed_fraud,0.84,2026-03-17
FC-00406,TXN-003487,ACC-04725,confirmed_fraud,0.76,2026-05-09
FC-00407,TXN-005257,ACC-03565,closed_no_fraud,0.53,2026-03-19
FC-00408,TXN-010836,ACC-03490,closed_no_fraud,0.79,2026-02-15
FC-00409,TXN-023632,ACC-02983,closed_no_fraud,0.81,2026-07-25
FC-00410,TXN-041810,ACC-02488,confirmed_fraud,0.57,2026-02-01
FC-00411,TXN-007140,ACC-02761,open,0.63,2026-01-20
FC-00412,TXN-046794,ACC-05017,confirmed_fraud,0.93,2026-07-11
FC-00413,TXN-047479,ACC-06022,investigating,0.92,2026-02-19
FC-00414,TXN-029764,ACC-02267,investigating,0.94,2026-01-04
FC-00415,TXN-049691,ACC-01229,open,0.57,2026-01-25
FC-00416,TXN-047068,ACC-03646,confirmed_fraud,0.44,2026-03-25
FC-00417,TXN-009744,ACC-05616,closed_no_fraud,0.59,2026-03-02
FC-00418,TXN-030253,ACC-04312,closed_no_fraud,0.45,2026-03-14
FC-00419,TXN-047065,ACC-05416,confirmed_fraud,0.48,2026-07-06
FC-00420,TXN-003573,ACC-04922,investigating,0.71,2026-02-14
FC-00421,TXN-033535,ACC-05964,investigating,0.77,2026-03-03
FC-00422,TXN-035877,ACC-06555,open,0.89,2026-05-18
FC-00423,TXN-031816,ACC-06553,confirmed_fraud,0.68,2026-05-05
FC-00424,TXN-020713,ACC-04039,investigating,0.5,2026-08-24
FC-00425,TXN-043545,ACC-01016,confirmed_fraud,0.9,2026-02-02
FC-00426,TXN-027956,ACC-04887,investigating,0.51,2026-02-04
FC-00427,TXN-001236,ACC-00509,investigating,0.83,2026-01-09
FC-00428,TXN-041546,ACC-02831,open,0.45,2026-05-09
FC-00429,TXN-046049,ACC-05114,investigating,0.68,2026-03-16
FC-00430,TXN-026584,ACC-04003,closed_no_fraud,0.84,2026-02-26
FC-00431,TXN-009556,ACC-05819,open,0.54,2026-05-10
FC-00432,TXN-000460,ACC-03294,investigating,0.72,2026-02-06
FC-00433,TXN-031479,ACC-03741,closed_no_fraud,0.97,2026-01-14
FC-00434,TXN-029097,ACC-04918,confirmed_fraud,0.82,2026-07-17
FC-00435,TXN-010478,ACC-05987,confirmed_fraud,0.97,2026-08-06
FC-00436,TXN-049288,ACC-05183,confirmed_fraud,0.86,2026-05-16
FC-00437,TXN-048826,ACC-05518,investigating,0.93,2026-08-10
FC-00438,TXN-029013,ACC-02024,closed_no_fraud,0.47,2026-01-01
FC-00439,TXN-048292,ACC-03210,closed_no_fraud,0.82,2026-03-14
FC-00440,TXN-033499,ACC-03089,open,0.61,2026-05-03
FC-00441,TXN-011550,ACC-06193,open,0.62,2026-02-05
FC-00442,TXN-035444,ACC-00632,investigating,0.8,2026-05-25
FC-00443,TXN-020793,ACC-02292,open,0.43,2026-03-14
FC-00444,TXN-047672,ACC-03315,closed_no_fraud,0.94,2026-05-06
FC-00445,TXN-008193,ACC-06655,confirmed_fraud,0.89,2026-06-20
FC-00446,TXN-010736,ACC-04824,confirmed_fraud,0.52,2026-08-11
FC-00447,TXN-000542,ACC-03920,confirmed_fraud,0.42,2026-04-13
FC-00448,TXN-003777,ACC-01591,investigating,0.9,2026-05-26
FC-00449,TXN-033008,ACC-01834,confirmed_fraud,0.74,2026-05-26
FC-00450,TXN-021358,ACC-05617,closed_no_fraud,0.76,2026-01-13
FC-00451,TXN-025420,ACC-05617,open,0.67,2026-03-10
FC-00452,TXN-036789,ACC-05596,investigating,0.96,2026-01-28
FC-00453,TXN-045231,ACC-04491,closed_no_fraud,0.94,2026-03-21
FC-00454,TXN-010303,ACC-04454,investigating,0.6,2026-03-07
FC-00455,TXN-029022,ACC-06109,confirmed_fraud,0.43,2026-07-02
FC-00456,TXN-048451,ACC-03059,confirmed_fraud,0.43,2026-04-01
FC-00457,TXN-012538,ACC-01260,confirmed_fraud,0.73,2026-03-24
FC-00458,TXN-023968,ACC-05383,confirmed_fraud,0.94,2026-07-20
FC-00459,TXN-031633,ACC-02890,closed_no_fraud,0.44,2026-04-01
FC-00460,TXN-006383,ACC-03458,confirmed_fraud,0.71,2026-02-23
FC-00461,TXN-030494,ACC-03258,confirmed_fraud,0.96,2026-03-17
FC-00462,TXN-044636,ACC-04074,open,0.75,2026-08-14
FC-00463,TXN-001039,ACC-03612,investigating,0.63,2026-05-08
FC-00464,TXN-011308,ACC-06338,confirmed_fraud,0.82,2026-04-25
FC-00465,TXN-038388,ACC-05232,investigating,0.67,2026-03-27
FC-00466,TXN-035140,ACC-06280,confirmed_fraud,0.68,2026-02-23
FC-00467,TXN-033234,ACC-07493,confirmed_fraud,0.5,2026-05-22
FC-00468,TXN-027561,ACC-00245,confirmed_fraud,0.95,2026-08-12
FC-00469,TXN-005802,ACC-03826,confirmed_fraud,0.7,2026-06-01
FC-00470,TXN-038491,ACC-04610,confirmed_fraud,0.45,2026-02-25
FC-00471,TXN-011682,ACC-00750,confirmed_fraud,0.74,2026-08-28
FC-00472,TXN-047421,ACC-04320,closed_no_fraud,0.62,2026-03-05
FC-00473,TXN-044392,ACC-06341,confirmed_fraud,0.95,2026-02-07
FC-00474,TXN-000690,ACC-00135,open,0.92,2026-04-27
FC-00475,TXN-003725,ACC-06505,investigating,0.44,2026-03-09
FC-00476,TXN-010563,ACC-01760,closed_no_fraud,0.66,2026-08-16
FC-00477,TXN-021562,ACC-05145,confirmed_fraud,0.64,2026-01-17
FC-00478,TXN-010311,ACC-06086,investigating,0.57,2026-02-26
FC-00479,TXN-013422,ACC-03511,closed_no_fraud,0.92,2026-03-07
FC-00480,TXN-015715,ACC-05624,open,0.94,2026-02-22
FC-00481,TXN-042275,ACC-00928,confirmed_fraud,0.88,2026-06-20
FC-00482,TXN-044774,ACC-04292,investigating,0.59,2026-06-17
FC-00483,TXN-028670,ACC-01266,investigating,0.86,2026-02-08
FC-00484,TXN-041135,ACC-03905,closed_no_fraud,0.45,2026-04-25
FC-00485,TXN-002284,ACC-04637,closed_no_fraud,0.93,2026-04-22
FC-00486,TXN-033807,ACC-02843,closed_no_fraud,0.85,2026-08-18
FC-00487,TXN-011471,ACC-04526,open,0.93,2026-07-02
FC-00488,TXN-039044,ACC-03736,closed_no_fraud,0.49,2026-05-12
FC-00489,TXN-036308,ACC-06633,confirmed_fraud,0.66,2026-01-21
FC-00490,TXN-016363,ACC-03047,investigating,0.48,2026-03-08
FC-00491,TXN-002079,ACC-06590,closed_no_fraud,0.47,2026-03-24
FC-00492,TXN-047751,ACC-03568,open,0.76,2026-02-06
FC-00493,TXN-011763,ACC-05380,open,0.81,2026-05-25
FC-00494,TXN-028148,ACC-02211,investigating,0.64,2026-03-08
FC-00495,TXN-027328,ACC-05275,confirmed_fraud,0.73,2026-01-09
FC-00496,TXN-020971,ACC-02864,closed_no_fraud,0.98,2026-06-11
FC-00497,TXN-040941,ACC-05843,confirmed_fraud,0.83,2026-01-22
FC-00498,TXN-035722,ACC-00047,confirmed_fraud,0.46,2026-03-03
FC-00499,TXN-002119,ACC-00079,confirmed_fraud,0.75,2026-04-18
FC-00500,TXN-005136,ACC-01916,confirmed_fraud,0.52,2026-08-07
FC-00501,TXN-000406,ACC-03756,investigating,0.61,2026-05-10
FC-00502,TXN-008210,ACC-01251,closed_no_fraud,0.92,2026-02-22
FC-00503,TXN-023095,ACC-02290,confirmed_fraud,0.57,2026-07-04
FC-00504,TXN-037076,ACC-01693,closed_no_fraud,0.89,2026-02-09
FC-00505,TXN-049938,ACC-01556,confirmed_fraud,0.89,2026-04-20
FC-00506,TXN-011681,ACC-07179,confirmed_fraud,0.59,2026-08-19
FC-00507,TXN-008548,ACC-03395,closed_no_fraud,0.79,2026-04-01
FC-00508,TXN-019084,ACC-00428,investigating,0.43,2026-06-16
FC-00509,TXN-035682,ACC-07436,confirmed_fraud,0.89,2026-03-24
FC-00510,TXN-025713,ACC-05476,investigating,0.87,2026-01-09
FC-00511,TXN-034569,ACC-00110,investigating,0.88,2026-05-03
FC-00512,TXN-006081,ACC-02944,investigating,0.69,2026-08-22
FC-00513,TXN-008926,ACC-05458,open,0.78,2026-03-03
FC-00514,TXN-004103,ACC-06078,investigating,0.52,2026-01-19
FC-00515,TXN-007476,ACC-04232,closed_no_fraud,0.54,2026-04-06
FC-00516,TXN-005447,ACC-05482,open,0.93,2026-08-23
FC-00517,TXN-007224,ACC-00037,investigating,0.48,2026-02-22
FC-00518,TXN-046252,ACC-04036,closed_no_fraud,0.69,2026-06-17
FC-00519,TXN-040039,ACC-02679,closed_no_fraud,0.82,2026-03-16
FC-00520,TXN-001072,ACC-01745,closed_no_fraud,0.96,2026-02-16
FC-00521,TXN-007747,ACC-03083,closed_no_fraud,0.56,2026-03-18
FC-00522,TXN-000117,ACC-01950,confirmed_fraud,0.54,2026-03-14
FC-00523,TXN-010888,ACC-04646,open,0.58,2026-04-15
FC-00524,TXN-044131,ACC-03136,open,0.78,2026-04-14
FC-00525,TXN-024643,ACC-07458,open,0.46,2026-08-02
FC-00526,TXN-029636,ACC-05794,investigating,0.63,2026-02-12
FC-00527,TXN-030644,ACC-03439,closed_no_fraud,0.79,2026-04-27
FC-00528,TXN-038397,ACC-07381,confirmed_fraud,0.87,2026-04-05
FC-00529,TXN-043429,ACC-03506,confirmed_fraud,0.61,2026-04-17
FC-00530,TXN-013621,ACC-02340,investigating,0.94,2026-01-12
FC-00531,TXN-046549,ACC-05051,investigating,0.67,2026-03-06
FC-00532,TXN-004916,ACC-01859,open,0.48,2026-02-25
FC-00533,TXN-012101,ACC-06392,open,0.73,2026-08-14
FC-00534,TXN-043752,ACC-02708,closed_no_fraud,0.74,2026-06-13
FC-00535,TXN-006240,ACC-05028,confirmed_fraud,0.43,2026-07-27
FC-00536,TXN-023983,ACC-03936,confirmed_fraud,0.73,2026-07-08
FC-00537,TXN-000100,ACC-04872,confirmed_fraud,0.51,2026-06-12
FC-00538,TXN-004648,ACC-03895,confirmed_fraud,0.56,2026-07-01
FC-00539,TXN-047449,ACC-04239,investigating,0.96,2026-05-17
FC-00540,TXN-023975,ACC-06673,confirmed_fraud,0.53,2026-03-14
FC-00541,TXN-029170,ACC-00321,confirmed_fraud,0.91,2026-07-15
FC-00542,TXN-031220,ACC-06650,open,0.87,2026-02-02
FC-00543,TXN-011745,ACC-02551,closed_no_fraud,0.63,2026-03-20
FC-00544,TXN-022731,ACC-04437,open,0.48,2026-01-08
FC-00545,TXN-012932,ACC-07194,closed_no_fraud,0.53,2026-06-11
FC-00546,TXN-021545,ACC-01493,investigating,0.41,2026-08-20
FC-00547,TXN-015452,ACC-07048,confirmed_fraud,0.98,2026-08-27
FC-00548,TXN-010544,ACC-02449,open,0.65,2026-02-06
FC-00549,TXN-024716,ACC-03169,closed_no_fraud,0.57,2026-03-14
FC-00550,TXN-027612,ACC-00884,investigating,0.74,2026-04-02
FC-00551,TXN-030697,ACC-02217,closed_no_fraud,0.92,2026-03-28
FC-00552,TXN-023709,ACC-04300,confirmed_fraud,0.76,2026-02-06
FC-00553,TXN-043840,ACC-03281,confirmed_fraud,0.9,2026-01-21
FC-00554,TXN-044597,ACC-07455,confirmed_fraud,0.4,2026-01-04
FC-00555,TXN-030925,ACC-02098,investigating,0.58,2026-02-14
FC-00556,TXN-033747,ACC-02079,investigating,0.95,2026-08-19
FC-00557,TXN-041950,ACC-06847,confirmed_fraud,0.58,2026-04-02
FC-00558,TXN-034658,ACC-02706,closed_no_fraud,0.58,2026-07-10
FC-00559,TXN-028194,ACC-02766,confirmed_fraud,0.41,2026-08-07
FC-00560,TXN-010818,ACC-04055,confirmed_fraud,0.82,2026-08-27
FC-00561,TXN-046443,ACC-02583,investigating,0.82,2026-06-06
FC-00562,TXN-046777,ACC-05960,confirmed_fraud,0.96,2026-01-22
FC-00563,TXN-016056,ACC-00264,confirmed_fraud,0.68,2026-02-15
FC-00564,TXN-025308,ACC-02232,confirmed_fraud,0.65,2026-06-09
FC-00565,TXN-010507,ACC-04507,open,0.43,2026-06-09
FC-00566,TXN-044424,ACC-01458,confirmed_fraud,0.42,2026-06-26
FC-00567,TXN-009560,ACC-04383,investigating,0.44,2026-06-07
FC-00568,TXN-010243,ACC-06400,confirmed_fraud,0.93,2026-07-10
FC-00569,TXN-047045,ACC-04111,investigating,0.45,2026-01-07
FC-00570,TXN-015168,ACC-06133,confirmed_fraud,0.41,2026-03-10
FC-00571,TXN-037154,ACC-07064,open,0.71,2026-05-08
FC-00572,TXN-010346,ACC-00482,confirmed_fraud,0.82,2026-08-06
FC-00573,TXN-005801,ACC-00524,investigating,0.54,2026-07-25
FC-00574,TXN-004242,ACC-07320,investigating,0.86,2026-04-02
FC-00575,TXN-029533,ACC-00328,confirmed_fraud,0.53,2026-04-12
FC-00576,TXN-015499,ACC-05605,closed_no_fraud,0.62,2026-03-07
FC-00577,TXN-027575,ACC-03336,investigating,0.95,2026-06-12
FC-00578,TXN-048394,ACC-04753,open,0.82,2026-06-27
FC-00579,TXN-049318,ACC-07220,investigating,0.65,2026-05-24
FC-00580,TXN-018781,ACC-01478,confirmed_fraud,0.8,2026-06-06
FC-00581,TXN-042652,ACC-02578,confirmed_fraud,0.72,2026-05-19
FC-00582,TXN-046369,ACC-03617,investigating,0.84,2026-01-28
FC-00583,TXN-008728,ACC-07476,open,0.53,2026-02-26
FC-00584,TXN-038039,ACC-07384,closed_no_fraud,0.53,2026-07-08
FC-00585,TXN-028594,ACC-00521,open,0.59,2026-05-17
FC-00586,TXN-044431,ACC-00460,closed_no_fraud,0.55,2026-01-10
FC-00587,TXN-005689,ACC-06794,open,0.41,2026-06-19
FC-00588,TXN-032096,ACC-02075,closed_no_fraud,0.46,2026-06-17
FC-00589,TXN-005791,ACC-03399,open,0.61,2026-01-25
FC-00590,TXN-001186,ACC-00257,open,0.95,2026-06-27
FC-00591,TXN-000667,ACC-06102,investigating,0.96,2026-04-03
FC-00592,TXN-036080,ACC-00888,confirmed_fraud,0.92,2026-08-10
FC-00593,TXN-015890,ACC-03920,confirmed_fraud,0.74,2026-04-09
FC-00594,TXN-000749,ACC-05492,investigating,0.75,2026-05-24
FC-00595,TXN-000234,ACC-03021,closed_no_fraud,0.49,2026-08-18
FC-00596,TXN-047783,ACC-02839,open,0.41,2026-01-20
FC-00597,TXN-049408,ACC-02533,open,0.74,2026-05-06
FC-00598,TXN-035798,ACC-00609,investigating,0.63,2026-07-26
FC-00599,TXN-036780,ACC-03293,open,0.56,2026-05-17
FC-00600,TXN-047583,ACC-04225,investigating,0.47,2026-07-10
FC-00601,TXN-000926,ACC-01426,investigating,0.84,2026-02-14
FC-00602,TXN-019687,ACC-03330,confirmed_fraud,0.7,2026-06-24
FC-00603,TXN-043293,ACC-02573,closed_no_fraud,0.78,2026-01-05
FC-00604,TXN-019318,ACC-04951,closed_no_fraud,0.73,2026-08-08
FC-00605,TXN-028823,ACC-02316,confirmed_fraud,0.95,2026-03-25
FC-00606,TXN-019165,ACC-01299,investigating,0.7,2026-02-26
FC-00607,TXN-013035,ACC-02479,closed_no_fraud,0.93,2026-01-24
FC-00608,TXN-025581,ACC-06942,closed_no_fraud,0.87,2026-01-08
FC-00609,TXN-042426,ACC-03231,investigating,0.5,2026-08-03
FC-00610,TXN-049357,ACC-02968,closed_no_fraud,0.69,2026-02-06
FC-00611,TXN-034519,ACC-01063,closed_no_fraud,0.74,2026-04-22
FC-00612,TXN-018206,ACC-02911,investigating,0.76,2026-03-28
FC-00613,TXN-004218,ACC-05598,open,0.58,2026-08-16
FC-00614,TXN-013670,ACC-00666,confirmed_fraud,0.61,2026-04-21
FC-00615,TXN-005968,ACC-02380,closed_no_fraud,0.59,2026-05-18
FC-00616,TXN-003135,ACC-03789,investigating,0.98,2026-05-03
FC-00617,TXN-009495,ACC-00635,confirmed_fraud,0.49,2026-02-28
FC-00618,TXN-033249,ACC-04951,open,0.73,2026-01-17
FC-00619,TXN-035885,ACC-00841,investigating,0.75,2026-04-17
FC-00620,TXN-022367,ACC-05939,closed_no_fraud,0.9,2026-06-13
FC-00621,TXN-010115,ACC-02583,open,0.55,2026-04-04
FC-00622,TXN-021674,ACC-06622,investigating,0.49,2026-02-13
FC-00623,TXN-037397,ACC-06679,open,0.77,2026-03-27
FC-00624,TXN-025023,ACC-00513,open,0.71,2026-01-07
FC-00625,TXN-038929,ACC-06482,closed_no_fraud,0.86,2026-01-15
FC-00626,TXN-024268,ACC-00511,confirmed_fraud,0.51,2026-03-10
FC-00627,TXN-003768,ACC-03141,confirmed_fraud,0.83,2026-03-10
FC-00628,TXN-011644,ACC-02437,closed_no_fraud,0.47,2026-08-08
FC-00629,TXN-032851,ACC-03095,open,0.47,2026-01-10
FC-00630,TXN-022341,ACC-03424,confirmed_fraud,0.76,2026-07-21
FC-00631,TXN-047960,ACC-03776,confirmed_fraud,0.89,2026-03-10
FC-00632,TXN-018543,ACC-01058,open,0.77,2026-07-15
FC-00633,TXN-023908,ACC-06272,confirmed_fraud,0.6,2026-05-09
FC-00634,TXN-033311,ACC-05465,open,0.8,2026-06-24
FC-00635,TXN-042735,ACC-05371,closed_no_fraud,0.61,2026-04-11
FC-00636,TXN-016503,ACC-03584,investigating,0.72,2026-05-11
FC-00637,TXN-029011,ACC-04941,closed_no_fraud,0.57,2026-06-07
FC-00638,TXN-015543,ACC-00438,investigating,0.66,2026-07-13
FC-00639,TXN-045447,ACC-02856,confirmed_fraud,0.45,2026-01-25
FC-00640,TXN-040100,ACC-00895,investigating,0.44,2026-06-16
FC-00641,TXN-045601,ACC-05172,confirmed_fraud,0.5,2026-02-18
FC-00642,TXN-023068,ACC-04459,closed_no_fraud,0.7,2026-04-20
FC-00643,TXN-040776,ACC-05134,investigating,0.51,2026-06-16
FC-00644,TXN-007780,ACC-06165,open,0.96,2026-07-24
FC-00645,TXN-025153,ACC-06652,closed_no_fraud,0.89,2026-01-28
FC-00646,TXN-036638,ACC-01229,open,0.62,2026-05-07
FC-00647,TXN-016073,ACC-05083,investigating,0.93,2026-04-16
FC-00648,TXN-025250,ACC-01397,investigating,0.75,2026-08-25
FC-00649,TXN-047144,ACC-02249,investigating,0.67,2026-07-08
FC-00650,TXN-016691,ACC-02201,confirmed_fraud,0.5,2026-05-06
FC-00651,TXN-049884,ACC-04204,closed_no_fraud,0.87,2026-06-25
FC-00652,TXN-043041,ACC-05309,investigating,0.52,2026-01-22
FC-00653,TXN-034886,ACC-07078,confirmed_fraud,0.79,2026-04-10
FC-00654,TXN-022277,ACC-06050,confirmed_fraud,0.45,2026-06-03
FC-00655,TXN-026595,ACC-04486,open,0.89,2026-08-17
FC-00656,TXN-004624,ACC-06916,investigating,0.72,2026-04-07
FC-00657,TXN-031043,ACC-00895,confirmed_fraud,0.95,2026-01-22
FC-00658,TXN-001910,ACC-07083,open,0.86,2026-02-10
FC-00659,TXN-041882,ACC-05605,closed_no_fraud,0.68,2026-02-24
FC-00660,TXN-006036,ACC-04235,confirmed_fraud,0.95,2026-05-10
FC-00661,TXN-028502,ACC-02277,closed_no_fraud,0.83,2026-01-09
FC-00662,TXN-013118,ACC-00509,investigating,0.46,2026-03-08
FC-00663,TXN-008503,ACC-02694,investigating,0.56,2026-07-28
FC-00664,TXN-005879,ACC-02737,open,0.97,2026-04-26
FC-00665,TXN-041168,ACC-01604,investigating,0.62,2026-07-19
FC-00666,TXN-013996,ACC-03269,confirmed_fraud,0.6,2026-03-26
FC-00667,TXN-017318,ACC-07466,closed_no_fraud,0.69,2026-05-06
FC-00668,TXN-013839,ACC-00284,confirmed_fraud,0.8,2026-07-28
FC-00669,TXN-008927,ACC-00740,open,0.89,2026-07-26
FC-00670,TXN-047025,ACC-01690,investigating,0.84,2026-08-08
FC-00671,TXN-040957,ACC-03075,confirmed_fraud,0.58,2026-06-18
FC-00672,TXN-045517,ACC-06457,confirmed_fraud,0.85,2026-05-15
FC-00673,TXN-039808,ACC-04701,closed_no_fraud,0.66,2026-03-22
FC-00674,TXN-029572,ACC-04831,investigating,0.69,2026-02-13
FC-00675,TXN-000086,ACC-00893,closed_no_fraud,0.57,2026-01-20
FC-00676,TXN-012986,ACC-02951,investigating,0.83,2026-08-24
FC-00677,TXN-021770,ACC-03996,closed_no_fraud,0.86,2026-01-07
FC-00678,TXN-008277,ACC-05598,open,0.67,2026-07-03
FC-00679,TXN-034705,ACC-05461,confirmed_fraud,0.78,2026-01-06
FC-00680,TXN-015094,ACC-00935,open,0.83,2026-08-14
FC-00681,TXN-048830,ACC-00948,investigating,0.85,2026-04-07
FC-00682,TXN-022805,ACC-06072,investigating,0.93,2026-08-03
FC-00683,TXN-033716,ACC-04021,investigating,0.66,2026-07-18
FC-00684,TXN-044543,ACC-00048,confirmed_fraud,0.45,2026-04-11
FC-00685,TXN-046302,ACC-01174,investigating,0.55,2026-02-03
FC-00686,TXN-024712,ACC-00908,closed_no_fraud,0.69,2026-03-27
FC-00687,TXN-039029,ACC-02815,open,0.98,2026-07-22
FC-00688,TXN-006252,ACC-04808,open,0.79,2026-04-01
FC-00689,TXN-006060,ACC-02077,investigating,0.9,2026-05-02
FC-00690,TXN-049486,ACC-03199,open,0.41,2026-07-01
FC-00691,TXN-028238,ACC-05882,closed_no_fraud,0.46,2026-04-07
FC-00692,TXN-007870,ACC-03694,confirmed_fraud,0.74,2026-05-24
FC-00693,TXN-046218,ACC-02405,closed_no_fraud,0.97,2026-01-04
FC-00694,TXN-010855,ACC-03270,closed_no_fraud,0.66,2026-02-03
FC-00695,TXN-006955,ACC-00311,investigating,0.58,2026-03-10
FC-00696,TXN-020186,ACC-05351,open,0.53,2026-03-21
FC-00697,TXN-042866,ACC-04393,open,0.64,2026-06-03
FC-00698,TXN-013766,ACC-04530,investigating,0.89,2026-04-24
FC-00699,TXN-047082,ACC-06525,closed_no_fraud,0.97,2026-08-18
FC-00700,TXN-006697,ACC-07323,confirmed_fraud,0.74,2026-08-14
FC-00701,TXN-026707,ACC-04937,confirmed_fraud,0.58,2026-08-02
FC-00702,TXN-022705,ACC-04617,open,0.53,2026-01-24
FC-00703,TXN-046785,ACC-06381,closed_no_fraud,0.8,2026-05-09
FC-00704,TXN-046912,ACC-07100,closed_no_fraud,0.91,2026-01-01
FC-00705,TXN-024872,ACC-05250,closed_no_fraud,0.44,2026-04-22
FC-00706,TXN-012361,ACC-07449,open,0.45,2026-08-27
FC-00707,TXN-041469,ACC-02599,closed_no_fraud,0.94,2026-05-18
FC-00708,TXN-000792,ACC-02115,closed_no_fraud,0.44,2026-04-23
FC-00709,TXN-034928,ACC-02571,investigating,0.51,2026-08-07
FC-00710,TXN-004623,ACC-07365,confirmed_fraud,0.9,2026-04-13
FC-00711,TXN-032693,ACC-07270,closed_no_fraud,0.88,2026-07-12
FC-00712,TXN-022149,ACC-05101,investigating,0.82,2026-03-21
FC-00713,TXN-024226,ACC-05072,open,0.45,2026-06-24
FC-00714,TXN-026742,ACC-04722,investigating,0.5,2026-05-01
FC-00715,TXN-025199,ACC-01486,closed_no_fraud,0.57,2026-02-26
FC-00716,TXN-009929,ACC-03496,open,0.47,2026-03-03
FC-00717,TXN-046600,ACC-04736,investigating,0.47,2026-07-02
FC-00718,TXN-040417,ACC-03883,closed_no_fraud,0.82,2026-07-07
FC-00719,TXN-004363,ACC-01829,investigating,0.69,2026-04-19
FC-00720,TXN-034709,ACC-00377,open,0.65,2026-06-22
FC-00721,TXN-046694,ACC-04852,confirmed_fraud,0.42,2026-08-13
FC-00722,TXN-039018,ACC-00352,confirmed_fraud,0.67,2026-04-10
FC-00723,TXN-037365,ACC-07475,investigating,0.44,2026-04-23
FC-00724,TXN-034018,ACC-00755,open,0.92,2026-06-07
FC-00725,TXN-042668,ACC-06604,confirmed_fraud,0.84,2026-01-20
FC-00726,TXN-027719,ACC-05867,investigating,0.49,2026-03-07
FC-00727,TXN-013863,ACC-07480,confirmed_fraud,0.68,2026-01-24
FC-00728,TXN-003057,ACC-01584,closed_no_fraud,0.87,2026-05-22
FC-00729,TXN-041982,ACC-05461,closed_no_fraud,0.57,2026-01-27
FC-00730,TXN-039642,ACC-04712,open,0.89,2026-08-11
FC-00731,TXN-034354,ACC-01829,investigating,0.43,2026-04-17
FC-00732,TXN-008528,ACC-03476,confirmed_fraud,0.52,2026-07-01
FC-00733,TXN-036468,ACC-00373,closed_no_fraud,0.6,2026-01-01
FC-00734,TXN-027353,ACC-02722,investigating,0.43,2026-02-20
FC-00735,TXN-040229,ACC-03529,confirmed_fraud,0.74,2026-07-25
FC-00736,TXN-020290,ACC-04961,closed_no_fraud,0.54,2026-07-22
FC-00737,TXN-048621,ACC-05250,confirmed_fraud,0.72,2026-08-08
FC-00738,TXN-022947,ACC-01240,confirmed_fraud,0.86,2026-08-04
FC-00739,TXN-015450,ACC-02356,investigating,0.67,2026-07-09
FC-00740,TXN-031819,ACC-04104,closed_no_fraud,0.94,2026-01-03
FC-00741,TXN-023890,ACC-04108,confirmed_fraud,0.68,2026-01-15
FC-00742,TXN-037414,ACC-06769,investigating,0.81,2026-04-26
FC-00743,TXN-045435,ACC-04671,confirmed_fraud,0.61,2026-05-11
FC-00744,TXN-032853,ACC-03090,open,0.82,2026-03-25
FC-00745,TXN-009547,ACC-02543,investigating,0.48,2026-04-12
FC-00746,TXN-013937,ACC-04680,confirmed_fraud,0.66,2026-06-26
FC-00747,TXN-029113,ACC-05225,open,0.48,2026-06-02
FC-00748,TXN-042641,ACC-04188,investigating,0.79,2026-08-04
FC-00749,TXN-008070,ACC-04497,closed_no_fraud,0.57,2026-06-24
